ID	ABCG2	Type	CancerType
TCGA-L5-A88Z-01A	2.256615303	Tumor	ESCA
TCGA-R6-A6DN-01B	0.2352912	Tumor	ESCA
TCGA-JY-A6FH-01A	0.09079933	Tumor	ESCA
TCGA-L5-A8NU-01A	1.103483	Tumor	ESCA
TCGA-L5-A4OG-11A	1.236537246	Normal	ESCA
TCGA-2H-A9GG-01A	0.733340562	Tumor	ESCA
TCGA-IG-A625-01A	1.622801	Tumor	ESCA
TCGA-LN-A49U-01A	0.552637	Tumor	ESCA
TCGA-V5-A7RE-01A	1.828011	Tumor	ESCA
TCGA-Q9-A6FW-01A	0.5397419	Tumor	ESCA
TCGA-2H-A9GR-01A	0.972715786	Tumor	ESCA
TCGA-VR-A8ER-01A	0.443605	Tumor	ESCA
TCGA-IG-A97H-01A	0.450570633	Tumor	ESCA
TCGA-IG-A3I8-01A	0.2336372	Tumor	ESCA
TCGA-L5-A8NL-01A	1.409973335	Tumor	ESCA
TCGA-LN-A7HZ-01A	1.355363	Tumor	ESCA
TCGA-VR-A8ET-01A	0.190510535	Tumor	ESCA
TCGA-L5-A88T-01A	0.486674828	Tumor	ESCA
TCGA-L5-A43E-01A	0.500590938	Tumor	ESCA
TCGA-IG-A4QS-01A	2.024427706	Tumor	ESCA
TCGA-IG-A5B8-01A	0.193656976	Tumor	ESCA
TCGA-VR-A8EW-01A	0.4343783	Tumor	ESCA
TCGA-L5-A8NQ-01A	0.357258898	Tumor	ESCA
TCGA-IC-A6RE-01A	1.270999985	Tumor	ESCA
TCGA-VR-A8EP-01A	0.370358953	Tumor	ESCA
TCGA-IG-A97I-01A	0.609718198	Tumor	ESCA
TCGA-JY-A93D-01A	1.584664	Tumor	ESCA
TCGA-R6-A8WC-01A	3.986673	Tumor	ESCA
TCGA-L5-A8NJ-01A	0.489069617	Tumor	ESCA
TCGA-L5-A8NE-01A	0.3618565	Tumor	ESCA
TCGA-R6-A8W5-01B	0.7110483	Tumor	ESCA
TCGA-L5-A8NS-01A	0.966284384	Tumor	ESCA
TCGA-R6-A6L4-01A	2.152966	Tumor	ESCA
TCGA-R6-A6Y0-01B	1.077599	Tumor	ESCA
TCGA-L5-A4OQ-11A	1.159614	Normal	ESCA
TCGA-LN-A49X-01A	0.5847299	Tumor	ESCA
TCGA-LN-A9FP-01A	1.105616	Tumor	ESCA
TCGA-VR-A8EX-01A	0.287658253	Tumor	ESCA
TCGA-L5-A4ON-01A	1.684167	Tumor	ESCA
TCGA-VR-A8EO-01A	0.236101314	Tumor	ESCA
TCGA-LN-A49M-01A	0.3804195	Tumor	ESCA
TCGA-LN-A8I0-01A	0.933058082	Tumor	ESCA
TCGA-V5-AASX-01A	1.734588	Tumor	ESCA
TCGA-LN-A49S-01A	0.4692931	Tumor	ESCA
TCGA-Z6-A8JD-01A	0.283161428	Tumor	ESCA
TCGA-L5-A88V-01A	1.942058	Tumor	ESCA
TCGA-IG-A7DP-01A	1.193042886	Tumor	ESCA
TCGA-KH-A6WC-01A	0.7457625	Tumor	ESCA
TCGA-JY-A93E-01A	0.6921555	Tumor	ESCA
TCGA-V5-A7RC-06A	0.9225539	Tumor	ESCA
TCGA-VR-A8EY-01A	1.363645	Tumor	ESCA
TCGA-2H-A9GJ-01A	0.6938066	Tumor	ESCA
TCGA-LN-A7HX-01A	1.323181	Tumor	ESCA
TCGA-VR-AA4D-01A	3.052299015	Tumor	ESCA
TCGA-L5-A893-01A	1.836738666	Tumor	ESCA
TCGA-IC-A6RF-11A	0.334765163	Normal	ESCA
TCGA-2H-A9GI-01A	0.832058636	Tumor	ESCA
TCGA-Z6-AAPN-01A	0.1847325	Tumor	ESCA
TCGA-LN-A8I1-01A	0.47735602	Tumor	ESCA
TCGA-LN-A49W-01A	0.651132378	Tumor	ESCA
TCGA-V5-AASW-01A	0.5291788	Tumor	ESCA
TCGA-IG-A8O2-01A	0.94352	Tumor	ESCA
TCGA-V5-A7RC-01B	0.4465253	Tumor	ESCA
TCGA-VR-A8Q7-01A	1.210851741	Tumor	ESCA
TCGA-JY-A939-01A	1.032640402	Tumor	ESCA
TCGA-L5-A4OJ-11A	0.690184665	Normal	ESCA
TCGA-L5-A4OX-01A	2.115186281	Tumor	ESCA
TCGA-L5-A4OU-01A	0.549761328	Tumor	ESCA
TCGA-IC-A6RE-11A	0.481824444	Normal	ESCA
TCGA-R6-A8WG-01A	0.8426402	Tumor	ESCA
TCGA-L5-A8NV-01A	1.09593506	Tumor	ESCA
TCGA-L5-A8NF-01A	0.908992064	Tumor	ESCA
TCGA-Z6-A9VB-01A	0.642855266	Tumor	ESCA
TCGA-L5-A4OP-01A	0.3604783	Tumor	ESCA
TCGA-L5-A8NH-01A	1.115933148	Tumor	ESCA
TCGA-LN-A7HW-01A	0.5102334	Tumor	ESCA
TCGA-L7-A56G-01A	0.2945223	Tumor	ESCA
TCGA-LN-A7HV-01A	0.1912042	Tumor	ESCA
TCGA-V5-A7RE-11A	1.940856677	Normal	ESCA
TCGA-IG-A5S3-01A	0.454383276	Tumor	ESCA
TCGA-L5-A4OT-01A	1.199059153	Tumor	ESCA
TCGA-L5-A4OH-01A	3.815552187	Tumor	ESCA
TCGA-L5-A8NR-01A	1.811950499	Tumor	ESCA
TCGA-JY-A6FE-01A	0.32596929	Tumor	ESCA
TCGA-IG-A4P3-01A	0.861363832	Tumor	ESCA
TCGA-IG-A3QL-01A	0.6672615	Tumor	ESCA
TCGA-Z6-A8JE-01A	0.428343037	Tumor	ESCA
TCGA-RE-A7BO-01A	1.454553	Tumor	ESCA
TCGA-V5-AASX-11A	0.3683896	Normal	ESCA
TCGA-XP-A8T6-01A	1.242683474	Tumor	ESCA
TCGA-IG-A3YB-01A	0.4621585	Tumor	ESCA
TCGA-VR-A8EQ-01A	0.1665934	Tumor	ESCA
TCGA-LN-A9FQ-01A	1.745432	Tumor	ESCA
TCGA-IG-A50L-01A	0.777053966	Tumor	ESCA
TCGA-LN-A4A3-01A	0.4067346	Tumor	ESCA
TCGA-IC-A6RF-01A	0.4199841	Tumor	ESCA
TCGA-2H-A9GO-01A	0.542490989	Tumor	ESCA
TCGA-L5-A4OS-01A	1.509101	Tumor	ESCA
TCGA-LN-A9FR-01A	0.7000577	Tumor	ESCA
TCGA-L5-A8NG-01A	1.233538962	Tumor	ESCA
TCGA-LN-A9FO-01A	1.225918726	Tumor	ESCA
TCGA-L5-A8NM-01A	0.1109973	Tumor	ESCA
TCGA-L5-A88W-01A	0.1984501	Tumor	ESCA
TCGA-L5-A8NT-01A	0.880835847	Tumor	ESCA
TCGA-L5-A891-01A	0.1308075	Tumor	ESCA
TCGA-VR-A8EU-01A	0.7437965	Tumor	ESCA
TCGA-JY-A93F-01A	0.08674927	Tumor	ESCA
TCGA-L5-A8NI-01A	1.336159	Tumor	ESCA
TCGA-R6-A6KZ-01A	2.359748474	Tumor	ESCA
TCGA-R6-A8W8-01B	1.874856	Tumor	ESCA
TCGA-R6-A6XG-01B	0.4741256	Tumor	ESCA
TCGA-LN-A49P-01A	1.355611	Tumor	ESCA
TCGA-LN-A8HZ-01A	0.9069238	Tumor	ESCA
TCGA-LN-A4A9-01A	0.517118953	Tumor	ESCA
TCGA-VR-A8EZ-01A	1.979016268	Tumor	ESCA
TCGA-LN-A4A8-01A	0.187465104	Tumor	ESCA
TCGA-2H-A9GF-01A	2.199231	Tumor	ESCA
TCGA-L5-A4OF-11A	0.907876	Normal	ESCA
TCGA-L5-A4OJ-01A	0.4271745	Tumor	ESCA
TCGA-L5-A4OO-11A	0.826018953	Normal	ESCA
TCGA-L5-A43C-01A	1.04131	Tumor	ESCA
TCGA-XP-A8T8-01A	1.972986697	Tumor	ESCA
TCGA-2H-A9GN-01A	1.719450498	Tumor	ESCA
TCGA-LN-A5U5-01A	0.5467818	Tumor	ESCA
TCGA-R6-A6DQ-01B	0.934765321	Tumor	ESCA
TCGA-2H-A9GH-01A	1.381402743	Tumor	ESCA
TCGA-JY-A6FG-01A	0.06629604	Tumor	ESCA
TCGA-LN-A5U7-01A	0.961803984	Tumor	ESCA
TCGA-IG-A51D-01A	0.6796433	Tumor	ESCA
TCGA-IG-A3YC-01A	0.61214673	Tumor	ESCA
TCGA-LN-A4MQ-01A	1.322949837	Tumor	ESCA
TCGA-L5-A43J-01A	0.3380244	Tumor	ESCA
TCGA-L5-A4OE-01A	0.2724428	Tumor	ESCA
TCGA-S8-A6BW-01A	0.2235246	Tumor	ESCA
TCGA-V5-A7RB-01A	0.3165184	Tumor	ESCA
TCGA-L5-A43C-11A	0.5399814	Normal	ESCA
TCGA-M9-A5M8-01A	0.373169985	Tumor	ESCA
TCGA-VR-AA4G-01A	0.661584217	Tumor	ESCA
TCGA-L5-A8NK-01A	0.745410348	Tumor	ESCA
TCGA-V5-AASV-01A	0.104686716	Tumor	ESCA
TCGA-L5-A8NN-01A	1.090640311	Tumor	ESCA
TCGA-IG-A6QS-01A	0.242116924	Tumor	ESCA
TCGA-L5-A4OO-01A	0.936854616	Tumor	ESCA
TCGA-VR-AA7I-01A	0.561844907	Tumor	ESCA
TCGA-L5-A4OW-01A	0.429424913	Tumor	ESCA
TCGA-2H-A9GQ-01A	0.42634292	Tumor	ESCA
TCGA-06-0878-01A	2.468579635	Tumor	GBM
TCGA-26-5135-01A	2.851942014	Tumor	GBM
TCGA-06-5859-01A	3.456610682	Tumor	GBM
TCGA-06-2563-01A	4.67178767	Tumor	GBM
TCGA-41-2571-01A	1.491412	Tumor	GBM
TCGA-28-5207-01A	6.085421912	Tumor	GBM
TCGA-14-0871-01A	1.867815492	Tumor	GBM
TCGA-16-1045-01B	3.722189692	Tumor	GBM
TCGA-32-2632-01A	3.868371	Tumor	GBM
TCGA-28-2514-01A	3.361895159	Tumor	GBM
TCGA-06-0141-01A	2.944000151	Tumor	GBM
TCGA-06-2569-01A	2.360364106	Tumor	GBM
TCGA-02-2485-01A	3.89513951	Tumor	GBM
TCGA-06-0138-01A	3.379046935	Tumor	GBM
TCGA-06-2564-01A	3.676489301	Tumor	GBM
TCGA-16-0846-01A	3.878690369	Tumor	GBM
TCGA-76-4928-01B	2.388080932	Tumor	GBM
TCGA-76-4931-01A	1.915001619	Tumor	GBM
TCGA-14-0817-01A	3.811744683	Tumor	GBM
TCGA-19-2620-01A	3.885624231	Tumor	GBM
TCGA-26-5132-01A	3.073834828	Tumor	GBM
TCGA-06-0125-02A	1.840716522	Tumor	GBM
TCGA-06-2558-01A	3.335107262	Tumor	GBM
TCGA-06-5414-01A	3.459833	Tumor	GBM
TCGA-26-5133-01A	3.548473755	Tumor	GBM
TCGA-32-4213-01A	3.754967005	Tumor	GBM
TCGA-06-0210-01A	1.640421	Tumor	GBM
TCGA-41-2572-01A	3.913472	Tumor	GBM
TCGA-06-5417-01A	3.741977819	Tumor	GBM
TCGA-19-2624-01A	3.5930233	Tumor	GBM
TCGA-14-1823-01A	2.29172745	Tumor	GBM
TCGA-02-0055-01A	0.921531629	Tumor	GBM
TCGA-32-1982-01A	4.456479179	Tumor	GBM
TCGA-06-0681-11A	2.7008	Normal	GBM
TCGA-06-2570-01A	3.404246884	Tumor	GBM
TCGA-06-0745-01A	3.317258306	Tumor	GBM
TCGA-14-1402-02A	2.568446	Tumor	GBM
TCGA-14-0781-01B	2.762648024	Tumor	GBM
TCGA-32-5222-01A	4.165999997	Tumor	GBM
TCGA-28-5204-01A	3.877815	Tumor	GBM
TCGA-06-5410-01A	3.618693528	Tumor	GBM
TCGA-14-1829-01A	3.740751611	Tumor	GBM
TCGA-02-0047-01A	3.009010995	Tumor	GBM
TCGA-15-0742-01A	2.478528	Tumor	GBM
TCGA-19-2619-01A	3.71239576	Tumor	GBM
TCGA-06-0168-01A	3.423130703	Tumor	GBM
TCGA-19-1390-01A	2.014524192	Tumor	GBM
TCGA-41-4097-01A	2.780958758	Tumor	GBM
TCGA-06-0649-01B	2.83594	Tumor	GBM
TCGA-27-2526-01A	3.708203197	Tumor	GBM
TCGA-27-2523-01A	2.683868173	Tumor	GBM
TCGA-06-5412-01A	5.098237	Tumor	GBM
TCGA-19-4065-01A	2.55740857	Tumor	GBM
TCGA-06-0644-01A	1.847912811	Tumor	GBM
TCGA-12-0821-01A	2.677237901	Tumor	GBM
TCGA-28-1753-01A	2.824447671	Tumor	GBM
TCGA-12-0619-01A	2.418858813	Tumor	GBM
TCGA-14-0789-01A	1.881993	Tumor	GBM
TCGA-32-2634-01A	2.891684708	Tumor	GBM
TCGA-06-0158-01A	3.496895372	Tumor	GBM
TCGA-06-0152-02A	3.13311975	Tumor	GBM
TCGA-12-0618-01A	2.2007421	Tumor	GBM
TCGA-26-5139-01A	2.559190347	Tumor	GBM
TCGA-06-0747-01A	2.784664408	Tumor	GBM
TCGA-32-2616-01A	1.860567145	Tumor	GBM
TCGA-06-0129-01A	2.306663794	Tumor	GBM
TCGA-06-0125-01A	2.895044691	Tumor	GBM
TCGA-06-0157-01A	4.338079522	Tumor	GBM
TCGA-06-AABW-11A	2.358148012	Normal	GBM
TCGA-28-5220-01A	3.472437	Tumor	GBM
TCGA-12-5295-01A	4.419352966	Tumor	GBM
TCGA-06-0645-01A	2.603884205	Tumor	GBM
TCGA-76-4929-01A	2.449444	Tumor	GBM
TCGA-32-2615-01A	2.515299355	Tumor	GBM
TCGA-32-1980-01A	3.981649617	Tumor	GBM
TCGA-26-1442-01A	4.652896774	Tumor	GBM
TCGA-06-0187-01A	3.287923291	Tumor	GBM
TCGA-14-0790-01B	4.400126681	Tumor	GBM
TCGA-14-2554-01A	3.434173	Tumor	GBM
TCGA-28-2510-01A	3.273993	Tumor	GBM
TCGA-06-2565-01A	4.6758469	Tumor	GBM
TCGA-06-0156-01A	2.034946022	Tumor	GBM
TCGA-14-1825-01A	2.994321158	Tumor	GBM
TCGA-12-1597-01B	2.623885	Tumor	GBM
TCGA-19-4065-02A	1.484274209	Tumor	GBM
TCGA-41-3915-01A	2.790285754	Tumor	GBM
TCGA-06-2561-01A	3.527111299	Tumor	GBM
TCGA-06-0678-11A	2.797261483	Normal	GBM
TCGA-19-1787-01B	3.28925007	Tumor	GBM
TCGA-27-1830-01A	3.32131204	Tumor	GBM
TCGA-28-1747-01C	3.724919	Tumor	GBM
TCGA-14-1034-02B	1.093514123	Tumor	GBM
TCGA-28-2499-01A	3.88917	Tumor	GBM
TCGA-06-2567-01A	3.464113671	Tumor	GBM
TCGA-06-0686-01A	2.930899286	Tumor	GBM
TCGA-27-2528-01A	3.083148794	Tumor	GBM
TCGA-06-0184-01A	3.907221	Tumor	GBM
TCGA-06-0744-01A	4.340651904	Tumor	GBM
TCGA-06-0171-02A	2.833262657	Tumor	GBM
TCGA-14-0787-01A	3.114596006	Tumor	GBM
TCGA-06-0178-01A	3.842284909	Tumor	GBM
TCGA-06-2557-01A	3.441976686	Tumor	GBM
TCGA-06-0211-02A	3.125833008	Tumor	GBM
TCGA-06-0675-11A	2.575099853	Normal	GBM
TCGA-06-0210-02A	2.63499298	Tumor	GBM
TCGA-76-4927-01A	2.827960606	Tumor	GBM
TCGA-06-5858-01A	2.749727102	Tumor	GBM
TCGA-12-3653-01A	3.866192077	Tumor	GBM
TCGA-12-3650-01A	3.423986458	Tumor	GBM
TCGA-32-2638-01A	3.34018	Tumor	GBM
TCGA-12-3652-01A	2.816844	Tumor	GBM
TCGA-26-5134-01A	1.753414219	Tumor	GBM
TCGA-27-2524-01A	2.360359964	Tumor	GBM
TCGA-06-5856-01A	4.19948	Tumor	GBM
TCGA-06-1804-01A	3.025467669	Tumor	GBM
TCGA-26-5136-01B	3.361275033	Tumor	GBM
TCGA-06-0646-01A	2.140014676	Tumor	GBM
TCGA-28-5218-01A	1.245106722	Tumor	GBM
TCGA-02-2483-01A	3.471362889	Tumor	GBM
TCGA-06-2562-01A	2.858319	Tumor	GBM
TCGA-27-1837-01A	3.249981235	Tumor	GBM
TCGA-06-2559-01A	2.898102	Tumor	GBM
TCGA-06-0221-02A	3.03454833	Tumor	GBM
TCGA-06-0211-01A	3.251048	Tumor	GBM
TCGA-06-5416-01A	2.224208467	Tumor	GBM
TCGA-06-0238-01A	3.0580848	Tumor	GBM
TCGA-14-1034-01A	3.450511417	Tumor	GBM
TCGA-19-2629-01A	3.607434155	Tumor	GBM
TCGA-19-2625-01A	1.257257987	Tumor	GBM
TCGA-06-5413-01A	3.691229928	Tumor	GBM
TCGA-12-5299-01A	2.101297	Tumor	GBM
TCGA-06-0882-01A	3.935553977	Tumor	GBM
TCGA-06-0130-01A	2.316454266	Tumor	GBM
TCGA-76-4925-01A	1.691848784	Tumor	GBM
TCGA-06-5418-01A	2.419127303	Tumor	GBM
TCGA-06-0190-01A	1.889369624	Tumor	GBM
TCGA-27-1835-01A	4.250069044	Tumor	GBM
TCGA-28-5216-01A	2.458577696	Tumor	GBM
TCGA-06-0680-11A	2.927446292	Normal	GBM
TCGA-06-5411-01A	3.363774	Tumor	GBM
TCGA-27-2519-01A	3.064441	Tumor	GBM
TCGA-28-5213-01A	3.431409275	Tumor	GBM
TCGA-28-5209-01A	2.422387344	Tumor	GBM
TCGA-76-4926-01B	3.35728	Tumor	GBM
TCGA-06-0219-01A	2.617862	Tumor	GBM
TCGA-02-2486-01A	1.644963369	Tumor	GBM
TCGA-06-0190-02A	0.751328739	Tumor	GBM
TCGA-06-0750-01A	2.535817	Tumor	GBM
TCGA-15-1444-01A	4.603540774	Tumor	GBM
TCGA-27-1832-01A	2.051192724	Tumor	GBM
TCGA-19-0957-02A	2.624495153	Tumor	GBM
TCGA-06-0174-01A	2.832315556	Tumor	GBM
TCGA-12-0616-01A	3.028810171	Tumor	GBM
TCGA-27-1834-01A	3.943691276	Tumor	GBM
TCGA-32-1970-01A	3.938333433	Tumor	GBM
TCGA-14-0736-02A	2.805304935	Tumor	GBM
TCGA-28-5215-01A	3.259054093	Tumor	GBM
TCGA-06-0132-01A	3.534765	Tumor	GBM
TCGA-06-5408-01A	2.792951	Tumor	GBM
TCGA-28-5208-01A	4.599345539	Tumor	GBM
TCGA-06-0211-01B	4.567668117	Tumor	GBM
TCGA-28-2509-01A	1.501032501	Tumor	GBM
TCGA-19-5960-01A	2.586478116	Tumor	GBM
TCGA-41-5651-01A	3.131163536	Tumor	GBM
TCGA-27-2521-01A	2.78688865	Tumor	GBM
TCGA-28-2513-01A	3.21319114	Tumor	GBM
TCGA-06-0743-01A	3.502622791	Tumor	GBM
TCGA-76-4932-01A	2.919851	Tumor	GBM
TCGA-08-0386-01A	3.449440462	Tumor	GBM
TCGA-06-0749-01A	3.068819	Tumor	GBM
TCGA-27-1831-01A	3.516555899	Tumor	GBM
TCGA-06-0139-01A	2.346075955	Tumor	GBM
TCGA-19-1389-02A	1.359758	Tumor	GBM
TCGA-HD-7831-01A	0.419765165	Tumor	HNSC
TCGA-H7-7774-01A	0.86432	Tumor	HNSC
TCGA-CV-6943-01A	0.5004314	Tumor	HNSC
TCGA-CN-5374-01A	0.455726592	Tumor	HNSC
TCGA-HD-A6I0-11A	0.337626905	Normal	HNSC
TCGA-CV-6959-01A	0.4281353	Tumor	HNSC
TCGA-F7-A61V-01A	0.2818674	Tumor	HNSC
TCGA-CV-7413-01A	0.4429946	Tumor	HNSC
TCGA-QK-A64Z-01A	0.1924158	Tumor	HNSC
TCGA-CR-5249-01A	0.7665875	Tumor	HNSC
TCGA-CQ-5331-01A	0.2830246	Tumor	HNSC
TCGA-BB-8601-01A	1.660607508	Tumor	HNSC
TCGA-CV-A45W-01A	1.301132487	Tumor	HNSC
TCGA-CQ-7063-01A	0.260820884	Tumor	HNSC
TCGA-CN-5373-01A	0.582961574	Tumor	HNSC
TCGA-CV-A45T-01A	0.6166061	Tumor	HNSC
TCGA-HD-A4C1-01A	0.581176333	Tumor	HNSC
TCGA-CV-7438-11A	0.5170055	Normal	HNSC
TCGA-CV-5444-01A	1.04250724	Tumor	HNSC
TCGA-CV-7242-11A	0.6166194	Normal	HNSC
TCGA-D6-8569-01A	0.528974456	Tumor	HNSC
TCGA-CV-6937-01A	0.202315219	Tumor	HNSC
TCGA-QK-A8ZB-01A	0.2158677	Tumor	HNSC
TCGA-CR-5250-01A	0.896587182	Tumor	HNSC
TCGA-CN-4729-01A	0.5973873	Tumor	HNSC
TCGA-CV-7089-01A	1.007201	Tumor	HNSC
TCGA-CV-6939-11A	0.648228727	Normal	HNSC
TCGA-BA-4075-01A	1.724259989	Tumor	HNSC
TCGA-T3-A92M-01A	0.3467145	Tumor	HNSC
TCGA-CN-5365-01A	0.1539404	Tumor	HNSC
TCGA-CV-7429-01A	0.9185298	Tumor	HNSC
TCGA-QK-A652-01A	0.44223	Tumor	HNSC
TCGA-F7-8298-01A	0.53773457	Tumor	HNSC
TCGA-CV-7416-01A	1.310202	Tumor	HNSC
TCGA-H7-A6C4-01A	0.4696439	Tumor	HNSC
TCGA-CV-7102-01A	0.8428371	Tumor	HNSC
TCGA-CV-7568-01A	1.045994578	Tumor	HNSC
TCGA-KU-A66S-01A	0.401085258	Tumor	HNSC
TCGA-QK-A6VC-01A	0.496847022	Tumor	HNSC
TCGA-CN-6998-01A	0.1378625	Tumor	HNSC
TCGA-CV-6941-01A	0.3031433	Tumor	HNSC
TCGA-CN-4727-01A	0.142155679	Tumor	HNSC
TCGA-BB-A5HY-01A	0.522411063	Tumor	HNSC
TCGA-CV-7263-01A	0.6219648	Tumor	HNSC
TCGA-H7-A76A-01A	0.275246593	Tumor	HNSC
TCGA-CN-4723-01A	0.712577654	Tumor	HNSC
TCGA-CN-6997-01A	0.5522729	Tumor	HNSC
TCGA-CN-5364-01A	0.7474175	Tumor	HNSC
TCGA-CN-A63V-01A	0.18538954	Tumor	HNSC
TCGA-CQ-5325-01A	0.533380438	Tumor	HNSC
TCGA-CR-7386-01A	0.5443039	Tumor	HNSC
TCGA-CX-A4AQ-01A	0.499771018	Tumor	HNSC
TCGA-CV-7410-01A	0.750620425	Tumor	HNSC
TCGA-BB-4225-01A	0.323450456	Tumor	HNSC
TCGA-D6-A6EM-01A	1.005448	Tumor	HNSC
TCGA-CV-7183-11A	1.291466	Normal	HNSC
TCGA-T2-A6WZ-01A	0.848638874	Tumor	HNSC
TCGA-HD-8314-01A	0.593822497	Tumor	HNSC
TCGA-CV-7177-11A	0.5016152	Normal	HNSC
TCGA-CN-A642-01A	0.177057991	Tumor	HNSC
TCGA-BB-A6UO-01A	0.261323653	Tumor	HNSC
TCGA-DQ-7591-01A	0.73560108	Tumor	HNSC
TCGA-CN-4739-01A	0.465854363	Tumor	HNSC
TCGA-CR-7398-01A	0.1088739	Tumor	HNSC
TCGA-HD-8634-01A	0.209707462	Tumor	HNSC
TCGA-CR-7372-01A	0.747867	Tumor	HNSC
TCGA-HD-8224-01A	0.700341035	Tumor	HNSC
TCGA-CV-A45P-01A	0.2937777	Tumor	HNSC
TCGA-CV-6961-11A	0.219511612	Normal	HNSC
TCGA-BB-A5HZ-01A	0.170720907	Tumor	HNSC
TCGA-CQ-5332-01A	1.854832	Tumor	HNSC
TCGA-CQ-6224-01A	0.7834233	Tumor	HNSC
TCGA-CV-7424-01A	1.617509883	Tumor	HNSC
TCGA-HD-7832-01A	0.8398045	Tumor	HNSC
TCGA-QK-AA3J-01A	0.07997366	Tumor	HNSC
TCGA-BA-4077-01B	0.243039271	Tumor	HNSC
TCGA-CQ-A4C7-01A	0.776170633	Tumor	HNSC
TCGA-CQ-A4CB-01A	0.441084851	Tumor	HNSC
TCGA-F7-7848-01A	0.731169561	Tumor	HNSC
TCGA-CR-7392-01A	0.484137423	Tumor	HNSC
TCGA-CV-7178-11A	0.4444781	Normal	HNSC
TCGA-CX-7082-01A	0.240350104	Tumor	HNSC
TCGA-CV-7414-01A	0.4268904	Tumor	HNSC
TCGA-CN-A63W-01A	0.2031265	Tumor	HNSC
TCGA-BA-5557-01A	0.5444153	Tumor	HNSC
TCGA-CR-6471-01A	0.4766547	Tumor	HNSC
TCGA-UF-A7JT-01A	0.343132055	Tumor	HNSC
TCGA-QK-A6IF-01A	0.590899917	Tumor	HNSC
TCGA-QK-A6IJ-01A	0.582957037	Tumor	HNSC
TCGA-CV-7248-01A	0.7384193	Tumor	HNSC
TCGA-CV-7101-11A	1.163551	Normal	HNSC
TCGA-UF-A7JD-01A	0.218330299	Tumor	HNSC
TCGA-RS-A6TP-01A	0.01716643	Tumor	HNSC
TCGA-CR-7399-01A	0.2166495	Tumor	HNSC
TCGA-CV-6948-01A	1.902948712	Tumor	HNSC
TCGA-CV-7101-01A	0.5601428	Tumor	HNSC
TCGA-CV-7247-01A	0.245072875	Tumor	HNSC
TCGA-DQ-5624-01A	0.6553845	Tumor	HNSC
TCGA-H7-8502-01A	0.332304485	Tumor	HNSC
TCGA-CN-6989-01A	0.560990962	Tumor	HNSC
TCGA-CN-5360-01A	1.039111339	Tumor	HNSC
TCGA-CV-7097-11A	0.8046289	Normal	HNSC
TCGA-MZ-A7D7-01A	1.325766841	Tumor	HNSC
TCGA-CV-A6JY-01A	0.3691444	Tumor	HNSC
TCGA-BA-5153-01A	1.265895095	Tumor	HNSC
TCGA-BB-8596-01A	1.141118281	Tumor	HNSC
TCGA-CR-7369-01A	0.5384083	Tumor	HNSC
TCGA-CQ-7071-01A	0.3580318	Tumor	HNSC
TCGA-BA-A6DB-01A	0.747170705	Tumor	HNSC
TCGA-CQ-5327-01A	0.393263903	Tumor	HNSC
TCGA-MT-A51X-01A	0.3156723	Tumor	HNSC
TCGA-4P-AA8J-01A	0.198456975	Tumor	HNSC
TCGA-CV-5439-01A	0.18561688	Tumor	HNSC
TCGA-BA-A4IF-01A	0.388859815	Tumor	HNSC
TCGA-CV-5971-01A	0.7048074	Tumor	HNSC
TCGA-CN-6995-01A	0.3850683	Tumor	HNSC
TCGA-D6-A4Z9-01A	0.2763629	Tumor	HNSC
TCGA-DQ-5631-01A	0.4095017	Tumor	HNSC
TCGA-DQ-7588-01A	1.550101228	Tumor	HNSC
TCGA-CR-7373-01A	0.6654641	Tumor	HNSC
TCGA-CX-7085-01A	0.4959687	Tumor	HNSC
TCGA-F7-A50J-01A	0.205986425	Tumor	HNSC
TCGA-CQ-6228-01A	0.799367396	Tumor	HNSC
TCGA-CQ-6222-01A	0.1419584	Tumor	HNSC
TCGA-IQ-7630-01A	0.1247679	Tumor	HNSC
TCGA-CV-7103-11A	0.6943264	Normal	HNSC
TCGA-D6-A6EP-01A	0.081528523	Tumor	HNSC
TCGA-CV-7250-11A	0.445784967	Normal	HNSC
TCGA-D6-6825-01A	0.7185026	Tumor	HNSC
TCGA-CN-6013-01A	0.1904631	Tumor	HNSC
TCGA-CV-6939-01A	0.281784198	Tumor	HNSC
TCGA-CR-6477-01A	1.390831	Tumor	HNSC
TCGA-WA-A7H4-01A	1.062002271	Tumor	HNSC
TCGA-CN-5358-01A	0.837914516	Tumor	HNSC
TCGA-CR-7397-01A	0.344579864	Tumor	HNSC
TCGA-CR-7376-01A	0.7213699	Tumor	HNSC
TCGA-F7-A61W-01A	0.902848406	Tumor	HNSC
TCGA-BA-5558-01A	0.2417968	Tumor	HNSC
TCGA-CV-5976-01A	0.2512292	Tumor	HNSC
TCGA-CV-6954-01A	0.2755926	Tumor	HNSC
TCGA-CR-7395-01A	0.215427869	Tumor	HNSC
TCGA-CV-7411-01A	0.2439473	Tumor	HNSC
TCGA-D6-A6EQ-01A	0.182734566	Tumor	HNSC
TCGA-CV-A463-01A	0.4590735	Tumor	HNSC
TCGA-CN-4722-01A	0.7826446	Tumor	HNSC
TCGA-CV-A45U-01A	0.234969488	Tumor	HNSC
TCGA-CV-A6JN-01A	0.7780874	Tumor	HNSC
TCGA-CR-5248-01A	0.398945081	Tumor	HNSC
TCGA-CV-6962-01A	0.737284207	Tumor	HNSC
