ID	ABCG2	Type	CancerType
TCGA-S9-A6U8-01A	3.547760027	Tumor	LGG
TCGA-DU-8164-01A	4.052284	Tumor	LGG
TCGA-DU-8165-01A	2.739646497	Tumor	LGG
TCGA-P5-A5F6-01A	0.591640585	Tumor	LGG
TCGA-HT-7875-01A	3.420474499	Tumor	LGG
TCGA-E1-A7Z6-01A	2.60688895	Tumor	LGG
TCGA-HT-7882-01A	2.244438168	Tumor	LGG
TCGA-S9-A89Z-01A	4.130723	Tumor	LGG
TCGA-DU-7300-01A	4.067954	Tumor	LGG
TCGA-S9-A7J1-01A	3.75193945	Tumor	LGG
TCGA-S9-A7R8-01A	3.319734837	Tumor	LGG
TCGA-DB-A4XE-01A	2.640867692	Tumor	LGG
TCGA-FG-A6J1-01A	3.594599945	Tumor	LGG
TCGA-DB-A64V-01A	3.672440384	Tumor	LGG
TCGA-DU-A6S3-01A	3.323259	Tumor	LGG
TCGA-DU-A7TB-01A	3.109673	Tumor	LGG
TCGA-DU-6408-01A	2.865918744	Tumor	LGG
TCGA-TQ-A7RK-01A	3.255529963	Tumor	LGG
TCGA-S9-A7J3-01A	4.078425835	Tumor	LGG
TCGA-S9-A6TZ-01A	4.523106	Tumor	LGG
TCGA-HT-7689-01A	3.362713404	Tumor	LGG
TCGA-HT-A74H-01A	2.932688	Tumor	LGG
TCGA-S9-A6U1-01A	3.990614622	Tumor	LGG
TCGA-TQ-A7RQ-01A	3.318851887	Tumor	LGG
TCGA-E1-5305-01A	3.929505	Tumor	LGG
TCGA-VM-A8C9-01A	2.653788	Tumor	LGG
TCGA-RY-A83Y-01A	3.336062	Tumor	LGG
TCGA-FG-8187-01A	3.553469769	Tumor	LGG
TCGA-DB-A64X-01A	3.642851	Tumor	LGG
TCGA-DB-A4XD-01A	2.830851833	Tumor	LGG
TCGA-HT-7611-01A	3.513725	Tumor	LGG
TCGA-TM-A84L-01A	3.840162042	Tumor	LGG
TCGA-S9-A7R7-01A	3.506195507	Tumor	LGG
TCGA-DU-6401-01A	4.796245	Tumor	LGG
TCGA-QH-A6X9-01A	3.496467	Tumor	LGG
TCGA-DB-A4XC-01A	2.659838	Tumor	LGG
TCGA-F6-A8O3-01A	3.947932	Tumor	LGG
TCGA-DB-5278-01A	3.852202	Tumor	LGG
TCGA-HT-8563-01A	3.313543	Tumor	LGG
TCGA-FG-8185-01A	3.700144	Tumor	LGG
TCGA-E1-A7YH-01A	3.192927674	Tumor	LGG
TCGA-HW-A5KM-01A	3.482612	Tumor	LGG
TCGA-E1-A7YV-01A	4.015879047	Tumor	LGG
TCGA-HT-A4DS-01A	2.054047308	Tumor	LGG
TCGA-HT-7483-01A	4.657695	Tumor	LGG
TCGA-HT-7884-01B	3.096234405	Tumor	LGG
TCGA-CS-6667-01A	5.140963	Tumor	LGG
TCGA-DH-5143-01A	3.389280201	Tumor	LGG
TCGA-DB-A75O-01A	2.970188691	Tumor	LGG
TCGA-DU-5854-01A	4.760350862	Tumor	LGG
TCGA-P5-A72Z-01A	3.19964507	Tumor	LGG
TCGA-HW-A5KK-01A	2.915347744	Tumor	LGG
TCGA-TQ-A7RI-01A	3.01079188	Tumor	LGG
TCGA-QH-A870-01A	3.21224634	Tumor	LGG
TCGA-RY-A843-01A	3.236641435	Tumor	LGG
TCGA-HT-7475-01A	3.654285505	Tumor	LGG
TCGA-DU-A7TJ-01A	4.107986	Tumor	LGG
TCGA-HW-7490-01A	4.894873	Tumor	LGG
TCGA-E1-5311-01A	4.024717294	Tumor	LGG
TCGA-DU-7299-01A	4.037246114	Tumor	LGG
TCGA-E1-A7YS-01A	2.762669489	Tumor	LGG
TCGA-S9-A7J2-01A	3.889181	Tumor	LGG
TCGA-E1-A7YI-01A	3.656918375	Tumor	LGG
TCGA-DU-A76K-01A	2.908661	Tumor	LGG
TCGA-CS-5390-01A	4.056823568	Tumor	LGG
TCGA-HT-8019-01A	2.228734546	Tumor	LGG
TCGA-HT-7468-01A	4.660210195	Tumor	LGG
TCGA-DH-5140-01A	3.262185693	Tumor	LGG
TCGA-VW-A7QS-01A	2.298078378	Tumor	LGG
TCGA-S9-A6U9-01A	4.050692345	Tumor	LGG
TCGA-FG-7634-01A	4.19326455	Tumor	LGG
TCGA-P5-A77X-01A	3.573442929	Tumor	LGG
TCGA-HT-8010-01A	3.949212974	Tumor	LGG
TCGA-S9-A6U2-01A	3.926938518	Tumor	LGG
TCGA-HT-8113-01A	3.07494261	Tumor	LGG
TCGA-S9-A6TS-01A	4.166378815	Tumor	LGG
TCGA-S9-A7R3-01A	3.763883215	Tumor	LGG
TCGA-E1-A7Z2-01A	2.577178	Tumor	LGG
TCGA-DU-7309-01A	4.057877	Tumor	LGG
TCGA-HW-8320-01A	3.609777889	Tumor	LGG
TCGA-CS-6668-01A	3.672035184	Tumor	LGG
TCGA-S9-A6U6-01A	2.699533	Tumor	LGG
TCGA-FG-5965-02A	1.55712	Tumor	LGG
TCGA-DU-6393-01A	3.545816223	Tumor	LGG
TCGA-HT-A74J-01A	2.690635502	Tumor	LGG
TCGA-E1-A7YL-01A	1.338164	Tumor	LGG
TCGA-QH-A6XC-01A	2.942050225	Tumor	LGG
TCGA-HT-7609-01A	3.438222	Tumor	LGG
TCGA-QH-A65X-01A	4.128725	Tumor	LGG
TCGA-P5-A731-01A	3.596361329	Tumor	LGG
TCGA-HT-7695-01A	4.044887	Tumor	LGG
TCGA-FG-A4MW-01A	3.762378698	Tumor	LGG
TCGA-E1-A7Z3-01A	3.503827814	Tumor	LGG
TCGA-P5-A5F0-01A	3.752499034	Tumor	LGG
TCGA-DH-A66F-01A	3.482480217	Tumor	LGG
TCGA-HT-8110-01A	3.374687	Tumor	LGG
TCGA-VW-A8FI-01A	2.931648	Tumor	LGG
TCGA-S9-A7R1-01A	3.167936174	Tumor	LGG
TCGA-DU-7019-01A	4.927825	Tumor	LGG
TCGA-QH-A65V-01A	2.809258	Tumor	LGG
TCGA-DB-5280-01A	4.118627	Tumor	LGG
TCGA-FG-A60K-01A	3.160455778	Tumor	LGG
TCGA-HT-7479-01A	4.461745	Tumor	LGG
TCGA-P5-A737-01A	3.49026469	Tumor	LGG
TCGA-IK-7675-01A	4.335157	Tumor	LGG
TCGA-S9-A6WE-01A	3.634574619	Tumor	LGG
TCGA-QH-A6CU-01A	2.528612	Tumor	LGG
TCGA-P5-A781-01A	4.484972387	Tumor	LGG
TCGA-FG-A711-01A	3.019755489	Tumor	LGG
TCGA-HT-8108-01A	3.928537	Tumor	LGG
TCGA-DU-A7TG-01A	3.206344	Tumor	LGG
TCGA-FG-A4MU-01B	3.287529	Tumor	LGG
TCGA-TM-A84Q-01A	3.01157	Tumor	LGG
TCGA-DU-6407-01A	3.735712	Tumor	LGG
TCGA-DU-7013-01A	4.239519	Tumor	LGG
TCGA-HT-8109-01A	4.083818	Tumor	LGG
TCGA-DU-6407-02B	1.879650894	Tumor	LGG
TCGA-E1-A7YY-01A	3.049194182	Tumor	LGG
TCGA-DU-A6S6-01A	2.907384	Tumor	LGG
TCGA-HT-8013-01A	2.946306206	Tumor	LGG
TCGA-CS-6670-01A	3.646134	Tumor	LGG
TCGA-E1-5319-01A	4.823576	Tumor	LGG
TCGA-TQ-A7RK-02B	3.971257886	Tumor	LGG
TCGA-TQ-A7RM-01A	2.791488	Tumor	LGG
TCGA-HT-7680-01A	2.930233	Tumor	LGG
TCGA-HT-7902-01A	4.013045763	Tumor	LGG
TCGA-TQ-A7RO-01A	3.481181	Tumor	LGG
TCGA-DU-A7TI-01A	3.450106277	Tumor	LGG
TCGA-HT-7607-01A	3.704228018	Tumor	LGG
TCGA-P5-A5EW-01A	3.616969	Tumor	LGG
TCGA-CS-4944-01A	3.695597	Tumor	LGG
TCGA-TM-A7C4-01A	3.540523431	Tumor	LGG
TCGA-DU-A5TS-01A	3.834798903	Tumor	LGG
TCGA-QH-A6X4-01A	2.80177156	Tumor	LGG
TCGA-P5-A5F2-01A	3.151485137	Tumor	LGG
TCGA-DU-7006-01A	3.332539	Tumor	LGG
TCGA-HT-A617-01A	3.113727	Tumor	LGG
TCGA-P5-A72W-01A	2.707757488	Tumor	LGG
TCGA-FG-7643-01A	3.934833591	Tumor	LGG
TCGA-DU-5874-01A	4.226997423	Tumor	LGG
TCGA-S9-A7QY-01A	3.737193156	Tumor	LGG
TCGA-DB-A4XH-01A	4.229144383	Tumor	LGG
TCGA-VV-A86M-01A	3.779289	Tumor	LGG
TCGA-HW-8321-01A	4.286622194	Tumor	LGG
TCGA-DB-A75L-01A	3.613523	Tumor	LGG
TCGA-R8-A6YH-01A	2.826909	Tumor	LGG
TCGA-HT-8564-01A	3.475431	Tumor	LGG
TCGA-DU-6404-02A	4.365762	Tumor	LGG
TCGA-DU-A5TP-01A	1.921219119	Tumor	LGG
TCGA-CS-6666-01A	5.626547	Tumor	LGG
TCGA-DU-7012-01A	3.550655186	Tumor	LGG
TCGA-HT-A5R9-01A	4.383493658	Tumor	LGG
TCGA-E1-A7YK-01A	2.639851	Tumor	LGG
TCGA-HT-7856-01A	3.524732	Tumor	LGG
TCGA-VM-A8CF-01A	2.677362333	Tumor	LGG
TCGA-HT-8111-01A	3.101213591	Tumor	LGG
TCGA-HT-7881-01A	3.00584	Tumor	LGG
TCGA-DU-7304-01A	4.160733553	Tumor	LGG
TCGA-DU-5853-01A	3.634688408	Tumor	LGG
TCGA-CS-4938-01B	2.922786	Tumor	LGG
TCGA-VM-A8CA-01A	3.508672	Tumor	LGG
TCGA-S9-A6U0-01A	6.05095	Tumor	LGG
TCGA-DU-6402-01A	3.202258	Tumor	LGG
TCGA-DH-A7US-01A	3.517228	Tumor	LGG
TCGA-TM-A84R-01A	3.192807	Tumor	LGG
TCGA-HT-7860-01A	4.802867537	Tumor	LGG
TCGA-P5-A730-01A	4.723737	Tumor	LGG
TCGA-DU-A5TT-01A	3.295825	Tumor	LGG
TCGA-R8-A6ML-01A	3.524748	Tumor	LGG
TCGA-P5-A735-01A	2.506197122	Tumor	LGG
TCGA-DU-6404-01A	3.945031	Tumor	LGG
TCGA-HT-7854-01A	3.640153	Tumor	LGG
TCGA-TM-A84I-01A	2.951547	Tumor	LGG
TCGA-HT-7481-01A	4.128071202	Tumor	LGG
TCGA-P5-A733-01A	4.025667	Tumor	LGG
TCGA-DU-A7TC-01A	2.596021096	Tumor	LGG
TCGA-DU-8166-01A	3.028749	Tumor	LGG
TCGA-E1-5322-01A	3.328605531	Tumor	LGG
TCGA-DU-A76R-01A	3.503495965	Tumor	LGG
TCGA-DB-5277-01A	4.154849633	Tumor	LGG
TCGA-HT-7877-01A	3.472146	Tumor	LGG
TCGA-HT-7684-01A	3.466877	Tumor	LGG
TCGA-S9-A6UB-01A	3.50347934	Tumor	LGG
TCGA-S9-A6TY-01A	3.366705424	Tumor	LGG
TCGA-HT-8107-01A	3.259969	Tumor	LGG
TCGA-HT-7470-01A	4.020715	Tumor	LGG
TCGA-HT-7601-01A	3.586962474	Tumor	LGG
TCGA-FG-5964-01A	3.84221132	Tumor	LGG
TCGA-DU-A76O-01A	2.806691276	Tumor	LGG
TCGA-P5-A5EY-01A	4.100949	Tumor	LGG
TCGA-DU-7298-01A	3.842032904	Tumor	LGG
TCGA-WY-A85D-01A	2.888872333	Tumor	LGG
TCGA-EZ-7264-01A	2.981370551	Tumor	LGG
TCGA-DB-A75P-01A	3.625850785	Tumor	LGG
TCGA-QH-A65Z-01A	3.946381529	Tumor	LGG
TCGA-QH-A6XA-01A	3.384963549	Tumor	LGG
TCGA-DH-A66B-01A	3.319502324	Tumor	LGG
TCGA-S9-A7IX-01A	4.438811	Tumor	LGG
TCGA-DB-5279-01A	3.724478	Tumor	LGG
TCGA-HT-A5RB-01A	3.843133178	Tumor	LGG
TCGA-FG-7641-01B	3.0177035	Tumor	LGG
TCGA-DB-A4X9-01A	2.35751384	Tumor	LGG
TCGA-FG-7638-01B	4.463903	Tumor	LGG
TCGA-DU-6399-01A	3.99908	Tumor	LGG
TCGA-DU-8163-01A	4.061448	Tumor	LGG
TCGA-P5-A77W-01A	4.892803579	Tumor	LGG
TCGA-S9-A6WM-01A	4.521044521	Tumor	LGG
TCGA-DU-A76L-01A	2.910909558	Tumor	LGG
TCGA-HT-A614-01A	3.162369245	Tumor	LGG
TCGA-CS-6186-01A	3.656084	Tumor	LGG
TCGA-QH-A65S-01A	3.226015393	Tumor	LGG
TCGA-HT-7478-01A	4.347578	Tumor	LGG
TCGA-HT-A61C-01A	2.145653628	Tumor	LGG
TCGA-HT-A5RA-01A	3.370248623	Tumor	LGG
TCGA-TQ-A7RK-02A	3.212873	Tumor	LGG
TCGA-DU-7290-01A	2.403346295	Tumor	LGG
TCGA-WY-A859-01A	2.649010287	Tumor	LGG
TCGA-HT-7482-01A	3.322396836	Tumor	LGG
TCGA-HT-8015-01B	3.363562	Tumor	LGG
TCGA-P5-A736-01A	3.665851979	Tumor	LGG
TCGA-DB-5275-01A	2.935747021	Tumor	LGG
TCGA-P5-A5EX-01A	4.164321888	Tumor	LGG
TCGA-S9-A7IZ-01A	3.574908326	Tumor	LGG
TCGA-DU-7306-01A	4.564055	Tumor	LGG
TCGA-RY-A83Z-01A	2.235516085	Tumor	LGG
TCGA-DB-A4XG-01A	3.603186781	Tumor	LGG
TCGA-S9-A89V-01A	3.67595421	Tumor	LGG
TCGA-TM-A84O-01A	4.642983564	Tumor	LGG
TCGA-TM-A84B-01A	3.928698368	Tumor	LGG
TCGA-DU-7304-02A	2.308333472	Tumor	LGG
TCGA-TQ-A7RS-01A	3.494152568	Tumor	LGG
TCGA-DU-6396-01A	3.465782659	Tumor	LGG
TCGA-DU-5852-01A	4.460355	Tumor	LGG
TCGA-FG-A4MT-02A	2.758894705	Tumor	LGG
TCGA-HT-8011-01A	3.602646221	Tumor	LGG
TCGA-DH-5144-01A	4.316310074	Tumor	LGG
TCGA-HT-7855-01A	4.426863	Tumor	LGG
TCGA-FG-6690-01A	3.267668	Tumor	LGG
TCGA-HT-7879-01A	3.883016562	Tumor	LGG
TCGA-FG-8191-01A	2.941682549	Tumor	LGG
TCGA-HT-7603-01A	2.600519	Tumor	LGG
TCGA-DH-5142-01A	3.365973989	Tumor	LGG
TCGA-QH-A6CX-01A	2.942226	Tumor	LGG
TCGA-FG-8189-01B	2.624353584	Tumor	LGG
TCGA-E1-A7YN-01A	3.917269588	Tumor	LGG
TCGA-CS-6188-01A	3.681175	Tumor	LGG
TCGA-HT-A74K-01A	2.574992919	Tumor	LGG
TCGA-FG-7636-01A	3.178106	Tumor	LGG
TCGA-DU-5872-01A	5.005007733	Tumor	LGG
TCGA-HT-7480-01A	3.865105638	Tumor	LGG
TCGA-FG-A70Z-01A	4.083816	Tumor	LGG
TCGA-IK-8125-01A	4.289702	Tumor	LGG
TCGA-FG-5963-01A	3.366924	Tumor	LGG
TCGA-TQ-A7RP-01A	3.442517	Tumor	LGG
TCGA-HT-7880-01A	3.505660324	Tumor	LGG
TCGA-DH-A7UR-01A	5.249385551	Tumor	LGG
TCGA-S9-A6UA-01A	3.052744062	Tumor	LGG
TCGA-S9-A6TW-01A	5.450479	Tumor	LGG
TCGA-HT-A5RC-01A	3.575736	Tumor	LGG
TCGA-HT-A616-01A	3.333898195	Tumor	LGG
TCGA-DU-A5TR-01A	2.697073	Tumor	LGG
TCGA-FG-5963-02A	3.020835849	Tumor	LGG
TCGA-HT-7477-01B	4.119325	Tumor	LGG
TCGA-FG-6689-01A	3.168341	Tumor	LGG
TCGA-DB-5273-01A	3.582700459	Tumor	LGG
TCGA-VV-A829-01A	3.83879358	Tumor	LGG
TCGA-DH-A66G-01A	3.013491512	Tumor	LGG
TCGA-FG-6692-01A	3.742523	Tumor	LGG
TCGA-TQ-A7RJ-01A	3.137212936	Tumor	LGG
TCGA-S9-A7J0-01A	3.074669088	Tumor	LGG
TCGA-DD-A4NG-01A	3.493167	Tumor	LIHC
TCGA-G3-AAV4-01A	2.281028514	Tumor	LIHC
TCGA-2Y-A9H1-01A	1.492969369	Tumor	LIHC
TCGA-BC-A10Y-01A	1.294226	Tumor	LIHC
TCGA-K7-AAU7-01A	1.734982	Tumor	LIHC
TCGA-BC-A10W-01A	2.083318	Tumor	LIHC
TCGA-DD-AACV-01A	3.336578104	Tumor	LIHC
TCGA-DD-AAD3-01A	1.306189618	Tumor	LIHC
TCGA-DD-A39X-11A	3.491049	Normal	LIHC
TCGA-DD-A1EI-01A	2.946357	Tumor	LIHC
TCGA-DD-AAC9-01A	1.318478	Tumor	LIHC
TCGA-DD-A1EC-11A	2.817858242	Normal	LIHC
TCGA-DD-AACT-01A	1.874387706	Tumor	LIHC
TCGA-GJ-A6C0-01A	0.7092876	Tumor	LIHC
TCGA-CC-5258-01A	2.360303	Tumor	LIHC
TCGA-DD-A1EL-11A	2.901546	Normal	LIHC
TCGA-DD-AADP-01A	1.998553685	Tumor	LIHC
TCGA-DD-AACW-01A	0.913508457	Tumor	LIHC
TCGA-ZS-A9CD-01A	1.768315	Tumor	LIHC
TCGA-UB-A7MF-01A	0.0812538	Tumor	LIHC
TCGA-WX-AA46-01A	3.535944	Tumor	LIHC
TCGA-CC-A8HV-01A	0.184192107	Tumor	LIHC
TCGA-DD-A39W-11A	2.917269	Normal	LIHC
TCGA-DD-AADQ-01A	1.182091	Tumor	LIHC
TCGA-DD-AADB-01A	0.466700215	Tumor	LIHC
TCGA-DD-A1EA-01A	3.783433219	Tumor	LIHC
TCGA-5R-AA1C-01A	6.078638816	Tumor	LIHC
TCGA-DD-A113-01A	1.57566	Tumor	LIHC
TCGA-2Y-A9H9-01A	2.512671	Tumor	LIHC
TCGA-CC-A7IE-01A	1.869988	Tumor	LIHC
TCGA-XR-A8TD-01A	1.558584	Tumor	LIHC
TCGA-DD-AAD2-01A	1.490994658	Tumor	LIHC
TCGA-DD-AACY-01A	1.450984	Tumor	LIHC
TCGA-CC-A7IF-01A	2.853486828	Tumor	LIHC
TCGA-DD-AACD-01A	2.152395214	Tumor	LIHC
TCGA-DD-A3A5-11A	2.777540532	Normal	LIHC
TCGA-ED-A4XI-01A	2.898212	Tumor	LIHC
TCGA-CC-A9FW-01A	1.509034	Tumor	LIHC
TCGA-DD-A3A3-11A	3.607365	Normal	LIHC
TCGA-DD-A39V-11A	2.627737012	Normal	LIHC
TCGA-G3-A5SJ-01A	1.853086	Tumor	LIHC
TCGA-DD-AAE2-01A	4.818688	Tumor	LIHC
TCGA-G3-A7M9-01A	0.635632835	Tumor	LIHC
TCGA-EP-A2KC-01A	3.585782911	Tumor	LIHC
TCGA-2Y-A9GS-01A	3.732408	Tumor	LIHC
TCGA-ED-A7PX-01A	0.77927898	Tumor	LIHC
TCGA-DD-AADC-01A	3.669549069	Tumor	LIHC
TCGA-DD-AAVZ-01A	0.9889217	Tumor	LIHC
TCGA-CC-A3MA-01A	1.979457668	Tumor	LIHC
TCGA-2Y-A9GY-01A	2.12195684	Tumor	LIHC
TCGA-ED-A627-01A	2.178147	Tumor	LIHC
TCGA-2Y-A9GW-01A	1.215454	Tumor	LIHC
TCGA-DD-AADO-01A	0.1319861	Tumor	LIHC
TCGA-DD-AADK-01A	0.6504179	Tumor	LIHC
TCGA-DD-A1EH-01A	1.512196	Tumor	LIHC
TCGA-G3-AAV7-01A	0.6770352	Tumor	LIHC
TCGA-DD-AACA-01A	5.153814688	Tumor	LIHC
TCGA-FV-A3R3-01A	1.899638	Tumor	LIHC
TCGA-KR-A7K0-01A	4.188025	Tumor	LIHC
TCGA-DD-AACC-01A	1.273839747	Tumor	LIHC
TCGA-BC-A3KG-01A	0.5252319	Tumor	LIHC
TCGA-G3-AAV2-01A	4.54903	Tumor	LIHC
TCGA-CC-A7IK-01A	3.2194	Tumor	LIHC
TCGA-G3-A25S-01A	1.843545	Tumor	LIHC
TCGA-DD-AADR-01A	3.287326	Tumor	LIHC
TCGA-BC-A110-11A	2.231204	Normal	LIHC
TCGA-UB-A7MD-01A	4.269812	Tumor	LIHC
TCGA-DD-A4NS-01A	3.561210979	Tumor	LIHC
TCGA-CC-A9FU-01A	0.376990957	Tumor	LIHC
TCGA-DD-A3A1-11A	2.20683	Normal	LIHC
TCGA-DD-AAE3-01A	3.554136409	Tumor	LIHC
TCGA-DD-AACP-01A	1.902628	Tumor	LIHC
TCGA-2Y-A9H8-01A	0.251981665	Tumor	LIHC
TCGA-FV-A3I1-01A	2.423203301	Tumor	LIHC
TCGA-2Y-A9H7-01A	0.777972782	Tumor	LIHC
TCGA-DD-AAVU-01A	2.950602336	Tumor	LIHC
TCGA-BC-A110-01A	2.044029278	Tumor	LIHC
TCGA-ZP-A9CZ-01A	1.695625185	Tumor	LIHC
TCGA-DD-AAE1-01A	0.716333149	Tumor	LIHC
TCGA-GJ-A3OU-01A	1.720735868	Tumor	LIHC
TCGA-RC-A7SB-01A	2.676033581	Tumor	LIHC
TCGA-DD-AAVS-01A	1.509474	Tumor	LIHC
TCGA-CC-A8HS-01A	0.670393873	Tumor	LIHC
TCGA-FV-A3I0-01A	0.5385175	Tumor	LIHC
TCGA-2Y-A9GT-01A	3.397537525	Tumor	LIHC
TCGA-2Y-A9HA-01A	3.956445	Tumor	LIHC
TCGA-FV-A2QQ-01A	2.100867318	Tumor	LIHC
TCGA-DD-AAEH-01A	3.526030827	Tumor	LIHC
TCGA-DD-AADM-01A	2.386087571	Tumor	LIHC
TCGA-G3-A3CK-01A	3.535657	Tumor	LIHC
TCGA-DD-A1EB-11A	2.753180108	Normal	LIHC
TCGA-EP-A26S-01A	3.61438	Tumor	LIHC
TCGA-DD-A11A-01A	2.762926	Tumor	LIHC
TCGA-DD-AAE6-01A	0.526018875	Tumor	LIHC
TCGA-XR-A8TE-01A	1.874278967	Tumor	LIHC
TCGA-DD-A73B-01A	1.290402059	Tumor	LIHC
TCGA-EP-A3JL-01A	1.499019214	Tumor	LIHC
TCGA-CC-A3MB-01A	2.319437	Tumor	LIHC
TCGA-DD-AAD0-01A	2.861115234	Tumor	LIHC
TCGA-MI-A75I-01A	1.712536	Tumor	LIHC
TCGA-DD-AACZ-01A	3.695560431	Tumor	LIHC
TCGA-CC-A8HU-01A	1.151641853	Tumor	LIHC
TCGA-RC-A6M5-01A	1.680463754	Tumor	LIHC
TCGA-2Y-A9GZ-01A	3.209483097	Tumor	LIHC
TCGA-DD-AACO-01A	2.872278406	Tumor	LIHC
TCGA-LG-A6GG-01A	1.710063	Tumor	LIHC
TCGA-DD-A1EI-11A	2.866579	Normal	LIHC
TCGA-BC-4073-01B	2.034481804	Tumor	LIHC
TCGA-ED-A7PZ-01A	0.5197906	Tumor	LIHC
TCGA-BC-A10R-11A	2.450907	Normal	LIHC
TCGA-DD-A4NV-01A	3.440579378	Tumor	LIHC
TCGA-DD-A73G-01A	0.2334783	Tumor	LIHC
TCGA-G3-AAV3-01A	4.795216	Tumor	LIHC
TCGA-G3-A25U-01A	2.619809	Tumor	LIHC
TCGA-BC-A5W4-01A	0.468263034	Tumor	LIHC
TCGA-UB-AA0U-01A	1.618102924	Tumor	LIHC
TCGA-EP-A12J-01A	4.932463949	Tumor	LIHC
TCGA-G3-A5SI-01A	0.866066437	Tumor	LIHC
TCGA-DD-AACA-02B	4.442729	Tumor	LIHC
TCGA-FV-A4ZQ-01A	3.159130308	Tumor	LIHC
TCGA-DD-A1EH-11A	2.809092425	Normal	LIHC
TCGA-DD-A4ND-01A	1.15210118	Tumor	LIHC
TCGA-ED-A8O5-01A	2.897110572	Tumor	LIHC
TCGA-UB-A7ME-01A	1.733705065	Tumor	LIHC
TCGA-CC-5264-01A	0.9812417	Tumor	LIHC
TCGA-DD-AADA-01A	2.435554	Tumor	LIHC
TCGA-2Y-A9HB-01A	1.021878	Tumor	LIHC
TCGA-DD-A11C-11A	2.292005677	Normal	LIHC
TCGA-DD-AACS-01A	1.672941	Tumor	LIHC
TCGA-DD-AAE0-01A	0.481040658	Tumor	LIHC
TCGA-G3-A5SK-01A	2.488953	Tumor	LIHC
TCGA-BC-A69I-01A	3.412872	Tumor	LIHC
TCGA-BC-A10R-01A	2.969834	Tumor	LIHC
TCGA-BC-A10X-01A	2.709004	Tumor	LIHC
TCGA-BC-A10S-01A	2.206605	Tumor	LIHC
TCGA-DD-A1EJ-11A	2.777091	Normal	LIHC
TCGA-DD-A3A4-11A	2.973427572	Normal	LIHC
TCGA-DD-AAVX-01A	3.478555317	Tumor	LIHC
TCGA-DD-AAVQ-01A	0.5234152	Tumor	LIHC
TCGA-RC-A7SH-01A	0.148732203	Tumor	LIHC
TCGA-G3-A3CJ-01A	3.104423051	Tumor	LIHC
TCGA-DD-A115-01A	3.252191	Tumor	LIHC
TCGA-BC-A10Q-01A	0.74145587	Tumor	LIHC
TCGA-DD-A1EE-01A	5.191478	Tumor	LIHC
TCGA-ZP-A9CY-01A	1.944134	Tumor	LIHC
TCGA-FV-A23B-01A	0.9296428	Tumor	LIHC
TCGA-HP-A5MZ-01A	2.16933631	Tumor	LIHC
TCGA-DD-AACK-01A	2.405762	Tumor	LIHC
TCGA-CC-A1HT-01A	3.059782	Tumor	LIHC
TCGA-DD-A11B-01A	3.424162	Tumor	LIHC
TCGA-ZP-A9D4-01A	2.721426	Tumor	LIHC
TCGA-DD-AACA-02A	4.623808	Tumor	LIHC
TCGA-HP-A5N0-01A	3.192192147	Tumor	LIHC
TCGA-BC-A10Y-11A	3.813540969	Normal	LIHC
TCGA-EP-A2KB-01A	0.7155847	Tumor	LIHC
TCGA-DD-A4NN-01A	0.8883773	Tumor	LIHC
TCGA-ES-A2HS-01A	2.116037	Tumor	LIHC
TCGA-G3-A3CG-01A	1.437756472	Tumor	LIHC
TCGA-DD-A113-11A	2.732661	Normal	LIHC
TCGA-DD-AAVR-01A	1.64866	Tumor	LIHC
TCGA-DD-AAD1-01A	1.763593373	Tumor	LIHC
TCGA-DD-A73D-01A	4.665343876	Tumor	LIHC
TCGA-DD-AAVW-01A	1.616479	Tumor	LIHC
TCGA-DD-A4NF-01A	5.622150134	Tumor	LIHC
TCGA-DD-AACN-01A	1.853998827	Tumor	LIHC
TCGA-DD-A1EG-11A	3.206223	Normal	LIHC
TCGA-DD-A3A2-01A	2.975512	Tumor	LIHC
TCGA-K7-A5RF-01A	2.247011	Tumor	LIHC
TCGA-DD-A116-01A	4.714464	Tumor	LIHC
TCGA-DD-A4NI-01A	2.679984	Tumor	LIHC
TCGA-BC-A10T-01A	3.256422	Tumor	LIHC
TCGA-DD-AADJ-01A	0.7911155	Tumor	LIHC
TCGA-DD-AACE-01A	2.145028	Tumor	LIHC
TCGA-FV-A3R2-01A	2.652683	Tumor	LIHC
TCGA-DD-AAE7-01A	2.231429448	Tumor	LIHC
TCGA-G3-A3CH-11A	2.840511	Normal	LIHC
TCGA-DD-AADD-01A	2.63212	Tumor	LIHC
TCGA-BC-A10X-11A	3.035154	Normal	LIHC
TCGA-4R-AA8I-01A	3.518124	Tumor	LIHC
TCGA-FV-A496-01A	1.617137	Tumor	LIHC
TCGA-DD-A39X-01A	2.216594	Tumor	LIHC
TCGA-DD-AADS-01A	2.56007439	Tumor	LIHC
TCGA-DD-AAE9-01A	4.76720518	Tumor	LIHC
TCGA-ZS-A9CF-02A	4.416417363	Tumor	LIHC
TCGA-G3-AAUZ-01A	2.708573983	Tumor	LIHC
TCGA-WX-AA47-01A	0.3217073	Tumor	LIHC
TCGA-NI-A4U2-01A	3.365009	Tumor	LIHC
TCGA-DD-AACI-01A	2.444968494	Tumor	LIHC
TCGA-ZP-A9D1-01A	1.979044504	Tumor	LIHC
TCGA-DD-A39Z-11A	1.931546	Normal	LIHC
TCGA-UB-A7MB-01A	1.372209	Tumor	LIHC
TCGA-DD-AAVP-01A	4.229954796	Tumor	LIHC
