ID	ABCG1	ABCG2	ABCG4	ABCG5	ABCG8	Type	CancerType
TCGA-DD-A11C-01A	1.379608	2.857427	0.03562441	4.196058	5.637164	Tumor	LIHC
TCGA-DD-A114-11A	1.751086	2.522382	0.02166147	4.118001	5.076289	Normal	LIHC
TCGA-WJ-A86L-01A	0.7183835	0.5233789	0.01023205	3.82703	4.216766	Tumor	LIHC
TCGA-ED-A8O6-01A	1.077786204	1.391383205	0.021444876	4.147079576	4.717841468	Tumor	LIHC
TCGA-DD-AAEB-01A	0.804526353	3.33916751	0.006945591	3.916333356	4.451766919	Tumor	LIHC
TCGA-2Y-A9GU-01A	3.40526	0.8341168	0.02605947	3.892537	4.927891	Tumor	LIHC
TCGA-DD-A73A-01A	1.448044245	2.203845125	0.020965192	3.638043489	4.548826433	Tumor	LIHC
TCGA-RC-A6M4-01A	3.345362	4.198616	0.01090687	4.33245	5.277219	Tumor	LIHC
TCGA-BW-A5NQ-01A	1.287212074	2.208378443	0.013401565	3.99224868	5.462255462	Tumor	LIHC
TCGA-DD-AAVY-01A	0.547187156	4.055940396	0.008410544	3.511993967	4.479693664	Tumor	LIHC
TCGA-DD-A1EL-01A	0.840175177	4.373712797	0.014492979	3.067516036	3.218117992	Tumor	LIHC
TCGA-DD-A4NJ-01A	1.374844864	1.879798195	0.042787651	4.490703631	5.02852621	Tumor	LIHC
TCGA-G3-A5SL-01A	1.237531052	4.492751868	0.003751977	2.965059073	4.946509191	Tumor	LIHC
TCGA-DD-AACG-01A	1.646724346	0.837109023	0	4.344841899	4.414543271	Tumor	LIHC
TCGA-DD-AAC8-01A	1.136769	3.843007	0.0235843	2.859371	3.965436	Tumor	LIHC
TCGA-ED-A7XO-01A	0.836223874	2.315192821	0.017177775	4.114506767	5.327972396	Tumor	LIHC
TCGA-DD-AACB-01A	1.994308659	3.285980442	0	3.315150431	3.346725798	Tumor	LIHC
TCGA-BC-A10T-11A	0.8539773	2.768001	0.02483086	2.868639	3.855248	Normal	LIHC
TCGA-G3-A7M6-01A	2.925683546	1.450782655	0.020954952	1.600419696	1.913797819	Tumor	LIHC
TCGA-ED-A97K-01A	2.094266619	1.623272717	0.049300307	3.18042326	3.782501481	Tumor	LIHC
TCGA-DD-A73C-01A	1.331433	3.93441	0.02841101	3.671191	5.387111	Tumor	LIHC
TCGA-DD-AAW1-01A	2.385635	3.587708	0.01173556	3.692964	5.693533	Tumor	LIHC
TCGA-XR-A8TF-01A	0.992818636	2.366743368	0.010067703	3.835987015	3.649761248	Tumor	LIHC
TCGA-CC-A5UC-01A	2.076407121	2.654005511	0.029815558	3.264569104	3.546246882	Tumor	LIHC
TCGA-EP-A3RK-11A	0.507088639	2.886097354	0.033499415	3.707471666	4.401097179	Normal	LIHC
TCGA-DD-A39Y-01A	1.860337	1.64771	0.007127654	2.151859	3.017467	Tumor	LIHC
TCGA-DD-A114-01A	2.613449343	1.759376173	0.023219357	2.528107561	4.744614518	Tumor	LIHC
TCGA-BC-A10U-11A	0.9011723	2.446149	0.00398703	3.284992	3.803112	Normal	LIHC
TCGA-NI-A8LF-01A	1.382	4.622362	0.03503737	3.52626	4.355803	Tumor	LIHC
TCGA-DD-AADF-01A	0.360147984	0.327715234	0	2.610404727	3.475867527	Tumor	LIHC
TCGA-DD-A11B-11A	1.174296	3.164013	0.01286109	3.804692	4.867013	Normal	LIHC
TCGA-DD-AAEI-01A	0.7094194	3.092407	0.01795655	3.430359	5.482138	Tumor	LIHC
TCGA-2Y-A9H5-01A	1.713991707	1.186814947	0.014120417	3.969248422	4.553871366	Tumor	LIHC
TCGA-MP-A4T4-01A	2.636355194	0.602243346	0.031461108	0.017762916	0	Tumor	LUAD
TCGA-05-4250-01A	2.840790355	0.549072857	0.04805414	0.017543956	0	Tumor	LUAD
TCGA-64-5774-01A	3.154141	0.3778534	0.02138493	0.009051101	0	Tumor	LUAD
TCGA-97-7937-01A	2.525864	0.4293912	0.04649895	0.00722394	0	Tumor	LUAD
TCGA-97-A4M6-01A	2.64822875	0.905283402	0.025395652	0.100101061	0	Tumor	LUAD
TCGA-44-A4SU-01A	3.398523956	0.514208334	0.127165274	0.032823859	0.034345255	Tumor	LUAD
TCGA-78-7155-01A	2.29150142	1.485738196	0.67038304	0.0214715	0.015019356	Tumor	LUAD
TCGA-78-7163-01A	5.092723	0.06516039	0.01099995	0.07259857	0.008635057	Tumor	LUAD
TCGA-55-7574-01A	2.665633184	1.181540695	0.089760908	0.041962255	0	Tumor	LUAD
TCGA-78-7535-01A	1.701854	0.3672405	0.02201927	0.04212608	0.02953048	Tumor	LUAD
TCGA-55-8619-01A	4.106239929	1.388830175	0.083504163	0.056834072	0.03990133	Tumor	LUAD
TCGA-95-7567-01A	1.982613	0.616228	0.01854975	0.01045277	0	Tumor	LUAD
TCGA-44-7670-01A	2.261074955	0.819066098	0.139101912	0.172463319	0.039412474	Tumor	LUAD
TCGA-44-6777-11A	4.448908368	2.235386645	0.021533973	0.012139854	0	Normal	LUAD
TCGA-55-6979-11A	3.817557363	1.909390239	0.018911964	0.078075649	0	Normal	LUAD
TCGA-44-3396-11A	4.587233661	2.725332261	0.051132932	0.004866406	0	Normal	LUAD
TCGA-NJ-A7XG-01A	1.594686	0.1708404	0.009017674	0.007604511	0	Tumor	LUAD
TCGA-44-8117-01A	1.487837	0.3908789	0.06048263	0.014799	0	Tumor	LUAD
TCGA-62-8402-01A	3.281704762	0.457866282	0.005400047	0.062469212	0.025239211	Tumor	LUAD
TCGA-49-4507-01A	3.95530862	0.933383998	0.037441315	0.042010972	0	Tumor	LUAD
TCGA-J2-A4AD-01A	1.089897791	0.958724863	0.058450466	0.028448035	0	Tumor	LUAD
TCGA-55-A490-01A	2.21678991	0.541218288	0.054792721	0.025449681	0	Tumor	LUAD
TCGA-67-3770-01A	2.274740387	0.835288407	0.016564558	0.055103479	0	Tumor	LUAD
TCGA-55-A48Y-01A	3.071689	0.782853	0.03654223	0.008885147	0	Tumor	LUAD
TCGA-44-3918-01A	2.396403384	1.297518945	0.048862599	0.067726517	0.011487235	Tumor	LUAD
TCGA-05-4249-01A	3.488203	0.7744302	0.02433853	0.0350369	0.01640825	Tumor	LUAD
TCGA-67-4679-01B	2.69558839	0.754100373	0.028086214	0.009530508	0.013286046	Tumor	LUAD
TCGA-49-6742-11A	4.244117747	2.205541333	0.043433429	0.072479769	0.012911677	Normal	LUAD
TCGA-55-A494-01A	5.004438363	0.716498442	0.065446706	0.008039535	0	Tumor	LUAD
TCGA-64-5778-01A	3.337661	0.4663589	0.005377651	0	0.01262236	Tumor	LUAD
TCGA-50-5931-11A	3.849061	1.469611	0.07298064	0.01142665	0	Normal	LUAD
TCGA-49-AARQ-01A	3.707396322	0.276507826	0.110712514	0.04546226	0.050675461	Tumor	LUAD
TCGA-95-8494-01A	1.558880131	0.696466431	0.013775855	0.011620034	0	Tumor	LUAD
TCGA-55-7726-01A	3.79093526	0.655201971	0.109880708	0.014729794	0	Tumor	LUAD
TCGA-44-6147-11A	3.960547409	2.146996652	0.014843379	0.016670929	0	Normal	LUAD
TCGA-78-8660-01A	2.590151053	1.678763996	0.041523977	0.010109675	0.014092324	Tumor	LUAD
TCGA-49-4490-01A	2.558733137	1.121745667	0.049903581	0.055964987	0	Tumor	LUAD
TCGA-J2-8194-01A	2.060966813	0.969056816	0.053924288	0.034322191	0	Tumor	LUAD
TCGA-44-2659-01A	2.302404768	1.116823348	0.063433785	0.027074208	0	Tumor	LUAD
TCGA-78-7633-01A	2.415742	1.303823	0.06658475	0.01371967	0.01277148	Tumor	LUAD
TCGA-55-8299-01A	3.625123973	0.886635098	0.150405901	0.007404169	0.010324808	Tumor	LUAD
TCGA-67-6217-01A	2.361028877	0.854494883	0.005878988	0	0	Tumor	LUAD
TCGA-67-3774-01A	2.067065796	0.659224207	0.069425193	0.068296582	0	Tumor	LUAD
TCGA-MP-A4T6-01A	3.935728765	0.160585984	0.020374081	0.093737811	0.009624284	Tumor	LUAD
TCGA-50-5942-01A	2.181709173	1.121126633	0.024181154	0.020408458	0.028408506	Tumor	LUAD
TCGA-55-A48Z-01A	2.746696178	0.458098102	0.070303384	0.034289053	0.012058581	Tumor	LUAD
TCGA-99-AA5R-01A	2.994263006	1.333018313	0.064966033	0.11652022	0	Tumor	LUAD
TCGA-86-8280-01A	3.525378	0.9225631	0.05714583	0.04514424	0	Tumor	LUAD
TCGA-49-6761-11A	3.709856781	1.484088445	0.025802736	0.043234007	0	Normal	LUAD
TCGA-83-5908-01A	2.490528	0.6031661	0.04385765	0.02704256	0.01892728	Tumor	LUAD
TCGA-78-7146-01A	1.048418	1.788653	0.009143589	0.007710746	0.01075187	Tumor	LUAD
TCGA-95-7948-01A	2.405754	0.4246519	0.028261	0.04732595	0	Tumor	LUAD
TCGA-55-7570-01A	2.030645252	1.763266018	0.01912183	0.06348114	0.011279543	Tumor	LUAD
TCGA-50-5072-01A	3.044046635	1.956607172	0.045971625	0.291350033	0.417090358	Tumor	LUAD
TCGA-91-8499-01A	3.452153222	0.43239221	0.120139453	0.247386389	0.373132083	Tumor	LUAD
TCGA-49-AAQV-01A	2.461085	0.3791833	0.06487512	0.03489857	0.02444568	Tumor	LUAD
TCGA-86-8671-01A	3.48964719	0.920112994	0.045300306	0.075562834	0	Tumor	LUAD
TCGA-91-6829-01A	3.736978264	0.720329745	0.072097804	0.019047128	0.03959706	Tumor	LUAD
TCGA-05-5428-01A	1.400510061	0.773458177	0.007110086	0.011965671	0	Tumor	LUAD
TCGA-91-8497-01A	3.947247359	1.576185064	0.042158916	0.058880371	0.065597598	Tumor	LUAD
TCGA-78-7145-01A	1.87873585	1.09209262	0.032843188	0.018547103	0	Tumor	LUAD
TCGA-69-7973-01A	4.045143	0.8595177	0.06083413	0.01981457	0.00694561	Tumor	LUAD
TCGA-50-5936-11A	4.0531224	2.092011085	0.006450504	0.021633585	0	Normal	LUAD
TCGA-80-5611-01A	3.089490725	1.017731001	0.031403131	0.042191608	0	Tumor	LUAD
TCGA-91-6849-01A	2.16692464	0.901263701	0.009550167	0.06320551	0	Tumor	LUAD
TCGA-49-AAR9-01A	1.269617	0.2714827	0.02385635	0.09417862	0.01127641	Tumor	LUAD
TCGA-86-8669-01A	3.411390803	0.859683396	0.026870185	0.03388953	0	Tumor	LUAD
TCGA-86-8279-01A	2.674916	0.2889473	0.03755628	0.03171965	0	Tumor	LUAD
TCGA-75-6206-01A	2.299043728	0.82824969	0.04764269	0	0	Tumor	LUAD
TCGA-75-6214-01A	2.617814	0.7040432	0.05756125	0.01554684	0	Tumor	LUAD
TCGA-49-6744-01A	3.088185163	2.024486421	0.042287414	0.070585887	0	Tumor	LUAD
TCGA-64-1680-01A	1.317266389	0.357336523	0	0.022313131	0	Tumor	LUAD
TCGA-55-8091-01A	2.91896	0.6597796	0.0334487	0.01889077	0.01758737	Tumor	LUAD
TCGA-44-5645-11A	4.213325574	1.833492252	0.034048909	0.016499779	0	Normal	LUAD
TCGA-44-A47B-01A	2.893758202	0.519268097	0.049290538	0.030414379	0	Tumor	LUAD
TCGA-73-4676-01A	2.50927327	2.055134561	0.042942865	0.036279592	0	Tumor	LUAD
TCGA-55-6982-01A	2.565281938	1.427045657	0.024791026	0.041548603	0	Tumor	LUAD
TCGA-4B-A93V-01A	3.789866	0.4378077	0.03220283	0.01560004	0.01090559	Tumor	LUAD
TCGA-62-A46Y-01A	2.707248527	0.717547958	0.02424067	0.016390148	0.011458876	Tumor	LUAD
TCGA-78-7160-01A	3.154065356	1.579461304	0.036904444	0	0	Tumor	LUAD
TCGA-44-2656-01A	2.658213	2.285648	0.01956455	0.002382297	0	Tumor	LUAD
TCGA-75-7025-01A	2.183848551	1.047546833	0.029358125	0.049150687	0.017342882	Tumor	LUAD
TCGA-L4-A4E5-01A	2.40709	1.103411	0.08937282	0.07180538	0	Tumor	LUAD
TCGA-50-5051-01A	2.094776906	0.681415763	0.062419553	0.058537002	0	Tumor	LUAD
TCGA-64-1681-01A	2.872051	1.29903	0.02545772	0.01231764	0	Tumor	LUAD
TCGA-78-7161-01A	3.733606821	0.861963881	0.050335631	0.028500313	0	Tumor	LUAD
TCGA-05-4426-01A	1.855142	0.456486	0.0462453	0.008775596	0	Tumor	LUAD
TCGA-50-5049-01A	3.140200442	1.268480095	0.035683191	0.03013463	0	Tumor	LUAD
TCGA-44-6145-11A	4.224245933	1.950592581	0.018935444	0.052581496	0.014873269	Normal	LUAD
TCGA-44-8120-01A	2.287347	0.7969442	0.07483072	0.04252535	0	Tumor	LUAD
TCGA-91-6836-11A	4.304698658	1.89162966	0.05353526	0.051604561	0	Normal	LUAD
TCGA-86-7713-01A	3.503518	0.3034845	0.02559673	0.01443911	0.006736365	Tumor	LUAD
TCGA-67-3773-01A	2.645835339	0.706634197	0.045742389	0	0	Tumor	LUAD
TCGA-44-A479-01A	4.225206268	1.131099592	0.168473261	0.351548872	0.235073433	Tumor	LUAD
TCGA-50-8460-01A	1.784110132	0.482724339	0.010902079	0.036431752	0	Tumor	LUAD
TCGA-05-4422-01A	2.317988	1.229855	0.0509341	0.01449295	0	Tumor	LUAD
TCGA-05-4390-01A	4.185510445	0.215372738	0.034126096	0	0	Tumor	LUAD
TCGA-91-6830-01A	2.752478362	2.475119797	0.048941971	0.081569421	0.057412735	Tumor	LUAD
TCGA-50-5068-01A	3.064052634	0.890862919	0.015925274	0.078793015	0	Tumor	LUAD
TCGA-44-7669-01A	2.913042646	1.275905899	0.074851678	0.017553521	0	Tumor	LUAD
TCGA-50-5066-01A	2.005805932	1.371773338	0.015588076	0.013149946	0.03641563	Tumor	LUAD
TCGA-64-5815-01A	3.073212502	1.216132628	0.05176817	0.025165785	0	Tumor	LUAD
TCGA-50-5939-01A	2.888146882	1.08965586	0.0512013	0.049353341	0	Tumor	LUAD
TCGA-MP-A4TA-01A	2.728834422	0.814029377	0.036302128	0.097346489	0	Tumor	LUAD
TCGA-97-A4M1-01A	3.745254693	1.547031213	0.014709712	0.06497792	0.03437756	Tumor	LUAD
TCGA-44-5645-01B	3.102010742	1.579981907	0.01028471	0.602737651	0.024085204	Tumor	LUAD
TCGA-64-1677-01A	3.225733761	0.248792491	0.019854864	0.016753232	0	Tumor	LUAD
TCGA-44-2662-01A	2.858551	1.109403	0.02288162	0.01015478	0.01675433	Tumor	LUAD
TCGA-44-6775-01A	3.760251056	1.273302917	0.037830461	0.041533876	0	Tumor	LUAD
TCGA-38-4632-01A	2.351605545	0.46162597	0.038426291	0	0	Tumor	LUAD
TCGA-55-8092-01A	2.959332	0.628874	0.01515425	0.04425588	0	Tumor	LUAD
TCGA-50-5946-02A	2.658881226	1.009936294	0.187470695	0.030914678	0	Tumor	LUAD
TCGA-MP-A4TI-01A	3.029376056	0.701322085	0.05746637	0.017857988	0	Tumor	LUAD
TCGA-05-4418-01A	4.31383	1.470928	0.0243444	0.03576645	0.02860001	Tumor	LUAD
TCGA-MN-A4N4-01A	2.399416	0.5948562	0.1379764	0.01673564	0.01170084	Tumor	LUAD
TCGA-55-8507-01A	3.554688087	0.600453896	0.057582557	0.019671904	0	Tumor	LUAD
TCGA-86-8668-01A	3.317632278	0.900205487	0.061514531	0	0	Tumor	LUAD
TCGA-05-5425-01A	2.955488	1.249154	0.05767536	0.05832266	0	Tumor	LUAD
TCGA-49-4510-01A	2.231164	0.4560431	0.04008958	0.004561371	0.006363115	Tumor	LUAD
TCGA-55-6979-01A	3.162026957	1.000779859	0.015424587	0.013011913	0.018130719	Tumor	LUAD
TCGA-78-7158-01A	3.216088	0.6349219	0	0.007102024	0.04885324	Tumor	LUAD
TCGA-44-6775-01C	2.649287963	1.509745435	0.063387694	0.277402586	0	Tumor	LUAD
TCGA-97-8547-01A	2.513527902	0.505834061	0.029905499	0	0	Tumor	LUAD
TCGA-78-7153-01A	2.126274082	0.677835818	0.010413907	0.026189029	0	Tumor	LUAD
TCGA-35-4122-01A	2.121314335	1.027774848	0.016695526	0.014085024	0	Tumor	LUAD
TCGA-44-3918-01B	2.955099284	1.916475002	0.011900643	0.339478492	0.055169891	Tumor	LUAD
TCGA-49-AARE-01A	1.87145	1.039614	0.055204	0.02172719	0.0500515	Tumor	LUAD
TCGA-75-5126-01A	3.267738595	1.62846429	0.08049829	0.025153526	0	Tumor	LUAD
TCGA-49-6761-01A	1.91152228	0.260190015	0.021175602	0.011937175	0	Tumor	LUAD
TCGA-91-7771-01A	3.10640851	0.959607713	0.011346992	0	0.026559847	Tumor	LUAD
TCGA-69-7980-01A	2.511843	0.6045996	0.0132855	0.06058359	0	Tumor	LUAD
TCGA-69-8253-01A	2.316710085	0.302957619	0.023980672	0.040198071	0	Tumor	LUAD
TCGA-95-7947-01A	3.270455	0.7459438	0.02606201	0.04979727	0.01757358	Tumor	LUAD
TCGA-49-4490-11A	4.246807394	2.643868758	0.024446449	0.020632658	0	Normal	LUAD
TCGA-62-8394-01A	3.010085	1.393412	0.02758053	0.02328174	0	Tumor	LUAD
TCGA-55-8616-01A	1.627917065	0.751406371	0.027356666	0.027666959	0	Tumor	LUAD
TCGA-49-6743-01A	2.107716	2.979559	0.07346523	0.06683988	0	Tumor	LUAD
TCGA-49-AAR4-01A	2.403719618	0.732011658	0.03436002	0.034748797	0.016272467	Tumor	LUAD
TCGA-38-4625-01A	2.49312	1.508712	0.164888	0.003973813	0	Tumor	LUAD
TCGA-75-6205-01A	3.383228172	1.094926416	0.046519132	0.031531993	0.022079755	Tumor	LUAD
TCGA-05-4417-01A	2.856878981	1.011605069	0.071530665	0	0	Tumor	LUAD
TCGA-50-5045-01A	2.834439	1.260065	0.07616277	0.05447066	0	Tumor	LUAD
TCGA-97-A4M2-01A	4.080140007	1.634451662	0.052494043	0.064097766	0	Tumor	LUAD
TCGA-97-A4M3-01A	3.173025	1.04251	0.05745356	0	0.02280575	Tumor	LUAD
TCGA-44-2668-01A	2.833773	0.4485752	0.03226105	0.004641568	0.009427043	Tumor	LUAD
TCGA-71-8520-01A	3.042368029	0.476370569	0.060093699	0.011448074	0	Tumor	LUAD
TCGA-75-5125-01A	2.413440085	1.16078026	0.023271657	0.009853368	0.027341512	Tumor	LUAD
TCGA-49-4512-01A	3.176269916	0.622492615	0.094777292	0.03495927	0.032559626	Tumor	LUAD
TCGA-86-7711-01A	3.67847	2.875195	0.0361022	0.02039754	0.007150896	Tumor	LUAD
TCGA-44-2656-01B	2.660569103	2.474942219	0.027598744	0.134453067	0.064121338	Tumor	LUAD
TCGA-L4-A4E6-01A	4.53850995	2.239590303	0.507772898	0.034365708	0	Tumor	LUAD
TCGA-49-AAR0-01A	2.78084891	0.967077982	0.048261827	0.024609	0	Tumor	LUAD
TCGA-50-7109-01A	2.588447082	0.598758316	0.027323076	0.018480677	0.012923246	Tumor	LUAD
TCGA-L9-A50W-01A	4.230433012	0.555949904	0.039481776	0.033349355	0.037191399	Tumor	LUAD
TCGA-49-6745-11A	4.017837414	2.350845956	0.012130473	0.020390413	0	Normal	LUAD
TCGA-80-5607-01A	2.237919001	0.419401107	0.03306518	0	0.019543033	Tumor	LUAD
TCGA-55-8094-01A	1.89137276	1.631893902	0.005372237	0.009044734	0	Tumor	LUAD
TCGA-05-4430-01A	2.420116	1.167074	0.06937991	0.04292425	0.00758217	Tumor	LUAD
TCGA-91-A4BD-01A	2.77606246	0.380286601	0	0.061669214	0	Tumor	LUAD
TCGA-78-7149-01A	1.637587309	1.253150635	0.085856155	0.032764133	0.011518353	Tumor	LUAD
TCGA-55-7724-01A	3.891474016	2.604374055	0.144826898	0.033842237	0.047023137	Tumor	LUAD
TCGA-50-6593-01A	3.043171552	1.343243652	0.02003072	0	0	Tumor	LUAD
TCGA-86-8674-01A	1.274169446	0.392478491	0.03503238	0.058573485	0.067912483	Tumor	LUAD
TCGA-49-4505-01A	2.540678	0.9387382	0.0261843	0.0864442	0	Tumor	LUAD
TCGA-05-5420-01A	3.17599392	1.020936105	0	0.417197912	0.254278146	Tumor	LUAD
TCGA-55-6983-01A	3.642728377	0.732703403	0.042966683	0.082431006	0	Tumor	LUAD
TCGA-44-8119-01A	4.349721	0.2441669	0.06534206	0.4725145	0.4353488	Tumor	LUAD
TCGA-55-6971-11A	4.070533837	2.342613751	0.038145062	0.084365488	0	Normal	LUAD
TCGA-55-7994-01A	2.456927727	0.7908967	0.013853815	0.011685843	0.00816594	Tumor	LUAD
TCGA-55-8508-01A	2.797733545	0.574306616	0.018368995	0	0	Tumor	LUAD
TCGA-73-7499-01A	2.533017	0.3363128	0.01532884	0.08817418	0	Tumor	LUAD
TCGA-50-5933-01A	2.688494	1.19895	0.0558025	0.009559475	0	Tumor	LUAD
TCGA-55-6970-11A	3.847381638	1.884648548	0.031434403	0.065457504	0.036913637	Normal	LUAD
TCGA-NJ-A4YI-01A	3.328902065	0.848477079	0.021105017	0.168911176	0.081058198	Tumor	LUAD
TCGA-55-7573-01A	3.763085244	0.925382715	0.020743577	0.090992274	0	Tumor	LUAD
TCGA-75-7030-01A	2.756719867	0.990270608	0.072137777	0.189610052	0.104882584	Tumor	LUAD
TCGA-91-A4BC-01A	2.550640985	0.612459831	0.371183889	0.046049977	0.032294232	Tumor	LUAD
TCGA-78-7220-01A	3.459458588	1.909399681	0.025270062	0.099618529	0.035550389	Tumor	LUAD
TCGA-05-4382-01A	3.023527	0.4318129	0.04233275	0.02533617	0.005934184	Tumor	LUAD
TCGA-75-7031-01A	2.521579065	0.483436447	0.044606922	0	0	Tumor	LUAD
TCGA-86-8278-01A	3.209351	0.6870526	0.04742473	0.05319056	0	Tumor	LUAD
TCGA-NJ-A55R-01A	3.480119118	0.510105006	0.055679768	0.088912748	0.027564359	Tumor	LUAD
TCGA-91-8496-01A	3.228663739	1.501115392	0	0	0	Tumor	LUAD
TCGA-44-2655-11A	4.153268	3.395172	0.04247174	0.0409344	0.02869157	Normal	LUAD
TCGA-MP-A4TJ-01A	3.853608311	0.59790496	0.093691429	0.053393627	0.018857972	Tumor	LUAD
TCGA-69-7765-01A	2.541104561	1.032898233	0.059524384	0.01020802	0	Tumor	LUAD
TCGA-64-5775-01A	1.222213672	0.6677935	0.03838984	0.016303655	0.022707258	Tumor	LUAD
TCGA-44-7661-01A	3.255416514	1.418275254	0.085913914	0.016486427	0	Tumor	LUAD
TCGA-49-4486-01A	0.8426631	0.190786	0.01065145	0.02678307	0	Tumor	LUAD
TCGA-75-6211-01A	4.389827731	0.881291314	0.030221954	0.050586763	0	Tumor	LUAD
TCGA-05-4427-01A	1.975393182	0.7622776	0.10217446	0.009882004	0	Tumor	LUAD
TCGA-MP-A4TE-01A	3.090206	0.2372693	0.00864251	0.007287991	0	Tumor	LUAD
TCGA-38-7271-01A	3.459486846	1.415844532	0.023166981	0.026010152	0	Tumor	LUAD
TCGA-62-8399-01A	1.846305	1.32608	0.05159805	0.02922064	0	Tumor	LUAD
TCGA-49-AAR2-01A	1.690164	0.4293711	0.01069974	0.02690382	0	Tumor	LUAD
TCGA-86-7953-01A	3.675165264	0.973410231	0.044093696	0.034422353	0.024110907	Tumor	LUAD
TCGA-69-8254-01A	2.085709	1.151386	0.01525242	0.05908585	0.01197708	Tumor	LUAD
TCGA-86-8055-01A	2.871911	0.7226769	0.08270419	0.01711715	0	Tumor	LUAD
TCGA-44-2665-11A	4.984244	2.796063	0.07359291	0.03282667	0	Normal	LUAD
TCGA-55-5899-01A	2.525139601	1.300654182	0.051105365	0.032516444	0.030282724	Tumor	LUAD
TCGA-78-8655-01A	2.708357056	0.711664746	0.095364272	0.11407771	0	Tumor	LUAD
TCGA-05-4420-01A	1.945406	0.7554905	0.122571	0.008775533	0	Tumor	LUAD
TCGA-49-AARN-01A	2.629088733	0.798517149	0.041468256	0.082687946	0.114155729	Tumor	LUAD
TCGA-49-6745-01A	2.987949451	1.337760096	0.02094628	0.008864666	0	Tumor	LUAD
TCGA-38-4625-11A	4.636877	2.18293	0.01314752	0.02756592	0	Normal	LUAD
TCGA-55-8505-01A	3.105483653	1.660236305	0.066251738	0.051035716	0.111593635	Tumor	LUAD
TCGA-99-8028-01A	3.190853168	1.182385729	0.074575185	0.035401316	0.019873291	Tumor	LUAD
TCGA-38-6178-01A	2.634185257	0.975321929	0.070676511	0.045079463	0.021150404	Tumor	LUAD
TCGA-55-6987-01A	4.605732	0.6130074	0.03326893	0.02556078	0	Tumor	LUAD
TCGA-49-4494-01A	1.806001	0.5119618	0.02768062	0.009392003	0	Tumor	LUAD
TCGA-55-6543-01A	3.557162	0.9344444	0.03462363	0.0195578	0.01367799	Tumor	LUAD
TCGA-64-1678-01A	3.548441788	0.097831388	0	0.011943034	0	Tumor	LUAD
TCGA-91-6835-01A	3.763596149	1.251045259	0.045755576	0.025889233	0.036011066	Tumor	LUAD
TCGA-S2-AA1A-01A	2.518653328	0.786031301	0.04050346	0.100300634	0.031865159	Tumor	LUAD
TCGA-69-7761-01A	2.672757571	0.790477776	0	0.100489085	0.064565501	Tumor	LUAD
TCGA-86-8672-01A	2.249985968	0.807956456	0.030130637	0	0	Tumor	LUAD
TCGA-44-5644-01A	2.272557357	0.248620348	0.007215001	0.012141934	0	Tumor	LUAD
TCGA-49-4506-01A	2.37654	0.4602125	0.02560489	0.01444373	0.01344573	Tumor	LUAD
TCGA-MP-A4SV-01A	2.257874	0.7318528	0.02452104	0.008313936	0	Tumor	LUAD
TCGA-53-7626-01A	3.494936	1.12926	0.01875274	0.04181327	0.01472956	Tumor	LUAD
TCGA-91-6847-11A	3.912291763	1.517183441	0.01530434	0.025706273	0	Normal	LUAD
TCGA-MN-A4N1-01A	1.20393124	0.231035551	0.013147136	0.007402347	0	Tumor	LUAD
TCGA-91-6835-11A	2.819172724	1.53383802	0.09074987	0.129362221	0.031147399	Normal	LUAD
TCGA-35-4123-01A	2.242264	0.6803275	0.03003295	0.007289946	0	Tumor	LUAD
TCGA-55-6983-11A	4.154171583	1.997374318	0.024696765	0.081628574	0	Normal	LUAD
TCGA-55-8621-01A	4.130789381	1.722704898	0.079157595	0	0.012708537	Tumor	LUAD
TCGA-69-A59K-01A	2.238405007	1.804804738	0.175268285	0.038744502	0	Tumor	LUAD
TCGA-49-4501-01A	3.178313	0.86578	0.03856337	0.0644248	0.006118139	Tumor	LUAD
TCGA-44-2655-01A	2.226791	1.292722	0.03283417	0.02137356	0.01792233	Tumor	LUAD
TCGA-05-4434-01A	3.201519	1.894238	0.06014414	0.03539984	0	Tumor	LUAD
TCGA-78-7148-01A	2.762571394	0.892459773	0.019559455	0.008275453	0.078895569	Tumor	LUAD
TCGA-44-6145-01A	3.442290491	0.957905857	0.033949619	0.022979751	0	Tumor	LUAD
TCGA-55-8615-01A	3.961563131	0.52974719	0.021827024	0.018419273	0	Tumor	LUAD
TCGA-73-4676-11A	4.165514728	2.396221345	0.014809443	0.012492572	0	Normal	LUAD
TCGA-38-4626-01A	3.542022	1.57515	0.1518704	0.01788711	0	Tumor	LUAD
TCGA-50-5930-01A	2.647297897	1.273240145	0.087252089	0.021499609	0	Tumor	LUAD
TCGA-55-6981-01A	3.561543684	1.463582985	0.045097378	0	0	Tumor	LUAD
TCGA-55-6984-11A	4.357178	1.970298	0	0.1146119	0.01655564	Normal	LUAD
TCGA-62-A46R-01A	2.148728137	0.859616908	0.037586635	0	0	Tumor	LUAD
TCGA-95-8039-01A	2.650462	0.733677	0.01232073	0.02070929	0.02167338	Tumor	LUAD
TCGA-55-6986-11A	3.623888708	1.461274688	0.049222202	0.155196145	0	Normal	LUAD
TCGA-97-7554-01A	2.563811	0.8105403	0.08612886	0	0	Tumor	LUAD
TCGA-67-6216-01A	2.695214625	0.515581905	0.011498864	0.019331598	0	Tumor	LUAD
TCGA-MN-A4N5-01A	2.399643963	0.529883794	0.036654958	0.006936947	0	Tumor	LUAD
