ID	ABCG1	ABCG2	ABCG4	ABCG5	ABCG8	Type	CancerType
TCGA-DM-A1D8-01A	2.819234	0.4341684	0.02698945	0.2995865	0.07037512	Tumor	COAD
TCGA-CM-6170-01A	2.708795442	0.103506544	0.036407605	0.030747598	0.021528744	Tumor	COAD
TCGA-A6-2684-11A	3.012825003	4.112337452	0.036669026	0.061286797	0.203436944	Normal	COAD
TCGA-AZ-4616-01A	1.974489315	0.647195086	0.038052894	0.502598157	0.385813903	Tumor	COAD
TCGA-AA-3994-01A	1.836135435	0.215772885	0	0.103267717	0.04897038	Tumor	COAD
TCGA-AA-3877-01A	1.626613313	2.181796702	0.042143708	0.185762476	0	Tumor	COAD
TCGA-WS-AB45-01A	2.810699	0.3087314	0.3301476	0.04681512	0	Tumor	COAD
TCGA-AA-A00L-01A	2.067635887	0.18497047	0.011688603	0.019649705	0.054201219	Tumor	COAD
TCGA-CM-5864-01A	2.562221401	0.314158248	0.013848313	0.423788564	0.627328826	Tumor	COAD
TCGA-CA-5254-01A	1.476515	0.2182393	0.003954284	1.324071	1.613647	Tumor	COAD
TCGA-AA-3712-11A	3.382015	4.622087	0.08690197	0.03509835	0.04876027	Normal	COAD
TCGA-D5-6898-01A	2.767472	0.5696983	0.04533139	0.007040136	0.009817667	Tumor	COAD
TCGA-A6-5667-11A	3.082536	4.229126	0.05333359	0.008302407	0.03445286	Normal	COAD
TCGA-AA-3696-01A	2.720501136	0.461743233	0	0	0	Tumor	COAD
TCGA-DM-A280-01A	2.017614	1.093591	0.01105252	0.3251579	0.08859917	Tumor	COAD
TCGA-AA-3660-11A	3.444419103	3.931471938	0.03190029	0.021587656	0.158004045	Normal	COAD
TCGA-AZ-6605-11A	2.099673812	1.578018254	0.143700871	0.046986364	0.043773615	Normal	COAD
TCGA-AA-A00O-01A	3.960330223	0.98629519	0.080306444	0.669972979	0.970646171	Tumor	COAD
TCGA-QG-A5YW-01A	2.516913	0.2858815	0.023844	0.03338497	0.03723106	Tumor	COAD
TCGA-AD-6965-01A	2.460553308	0.495416669	0.012134917	0.201020287	0.123589561	Tumor	COAD
TCGA-CK-4948-01B	1.819084	0.5677938	0.03541962	0.5343814	0.4830588	Tumor	COAD
TCGA-DM-A1HA-01A	1.974712874	0.021559242	0.004191961	0.281946548	0.341463241	Tumor	COAD
TCGA-5M-AAT5-01A	1.639951313	0.373933357	0.025955801	0.102251765	0.072121909	Tumor	COAD
TCGA-A6-2672-01A	1.831435638	0.386509353	0.032784977	0.472456672	0.405464496	Tumor	COAD
TCGA-F4-6809-01A	3.207502665	0.526803561	0.068567316	0.134140325	0.030654704	Tumor	COAD
TCGA-CM-4748-01A	2.67158604	1.0910453	0.81932231	0	1.61171069	Tumor	COAD
TCGA-AA-3858-01A	2.591477953	0.421890665	0.06352714	0.036040668	0.025248679	Tumor	COAD
TCGA-D5-6531-01A	2.405274	1.858248	0.02033481	0.05918314	0	Tumor	COAD
TCGA-AA-3662-01A	2.58927795	0.465991253	0.091530625	0.09420493	0.10710386	Tumor	COAD
TCGA-AM-5820-01A	2.48971	1.015628	0.03327292	0.07886423	0.02245412	Tumor	COAD
TCGA-AA-A02K-01A	2.195729	0.09179877	0.01287319	0.04295053	0	Tumor	COAD
TCGA-AA-3518-11A	4.222953	3.401245	0.04785052	0.07269791	0.1482329	Normal	COAD
TCGA-G4-6310-01A	2.047821917	0.288199138	0.064309031	0.194189729	0.198478406	Tumor	COAD
TCGA-AD-6889-01A	1.861626422	0.603616092	0.050829048	1.131515019	0.996900706	Tumor	COAD
TCGA-AA-3872-01A	3.00654343	0.909622217	0.041629355	0.135801317	0.271025179	Tumor	COAD
TCGA-AA-A01R-01A	2.232968471	0.440830971	0.03931934	0.016701498	0.023260107	Tumor	COAD
TCGA-AA-3975-01A	3.000486361	0.558843313	0.068691131	0.019632024	0.131752087	Tumor	COAD
TCGA-A6-2675-11A	2.805198	2.879158	0.1349655	0.01823053	0.07485109	Normal	COAD
TCGA-5M-AAT6-01A	1.883973295	0.83029596	0.063657923	0.325954787	0.220487995	Tumor	COAD
TCGA-D5-6931-01A	2.075257	1.061957	0.03584347	0.1493193	0.1171146	Tumor	COAD
TCGA-D5-6924-01A	2.608791214	0.483444106	0.105124053	0.101397106	0.053964229	Tumor	COAD
TCGA-AA-3860-01A	2.950409061	0.304118044	0.053521006	0.089108185	0.074999484	Tumor	COAD
TCGA-A6-5665-01B	2.250343774	0.076467334	0.03991618	0.58165861	0.75970698	Tumor	COAD
TCGA-5M-AATA-01A	1.81356	0.5849206	0.09686981	0.04340288	0.04043173	Tumor	COAD
TCGA-D5-6540-01A	2.887493935	0.140263444	0.055845779	1.325434548	1.668249562	Tumor	COAD
TCGA-CA-6718-01A	2.857954271	0.331654264	0.022346444	0.522880492	0.072345137	Tumor	COAD
TCGA-A6-2685-11A	3.536776	4.353521	0.03878678	0.21509	0.3071341	Normal	COAD
TCGA-A6-2683-11A	3.731605	3.288868	0.01887641	0.1633548	0.3266779	Normal	COAD
TCGA-AA-3986-01A	2.990183006	0.613370188	0.020234327	0.033947834	0.070187794	Tumor	COAD
TCGA-G4-6323-01A	3.763086143	0.198632341	0.006318169	0.643680325	0.986331182	Tumor	COAD
TCGA-A6-A566-01A	2.365902623	0.698536126	0.201883372	0.010703952	0.014919506	Tumor	COAD
TCGA-AZ-6608-01A	2.00912391	0.144639349	0.025902842	0.153131611	0.060227512	Tumor	COAD
TCGA-AA-3712-01A	2.79023	0.3484426	0.04544189	0.09048944	0.08438787	Tumor	COAD
TCGA-A6-5662-01A	1.790223182	0.480279143	0.009545901	0.01605571	0.02236268	Tumor	COAD
TCGA-AA-3831-01A	2.695892673	0.522053438	0.071594242	0.030606778	0.042545998	Tumor	COAD
TCGA-AA-A02H-01A	3.584955513	0.128570953	0.224211011	0.165396256	0	Tumor	COAD
TCGA-CM-6676-01A	2.596512212	0.273107304	0.066250788	0.00814031	0.033786135	Tumor	COAD
TCGA-AD-6899-01A	3.968346	0.6535361	0.06595198	0.07814541	0.1251796	Tumor	COAD
TCGA-AA-3685-01A	2.391363975	0.368421213	0.009241512	0.038552538	0.032358329	Tumor	COAD
TCGA-CK-5915-01A	3.148729963	0.127256715	0.016148646	0.018135896	0.012681691	Tumor	COAD
TCGA-AA-3548-01A	3.707167543	0.758447877	0.024284447	0.246108312	0.262698854	Tumor	COAD
TCGA-F4-6569-01A	3.066054623	0.878510168	0.037928697	0.097414544	0.125046732	Tumor	COAD
TCGA-F4-6461-01A	2.94872461	0.498813401	0.044796986	0.392148216	0.090766006	Tumor	COAD
TCGA-F4-6854-01A	3.026331974	0.298161629	0.06921926	0.127050158	0.141173202	Tumor	COAD
TCGA-F4-6856-01A	2.333642188	0.062712819	0.016423284	0.266214777	0.075710901	Tumor	COAD
TCGA-AY-A54L-01A	2.96063906	0.664889609	0.009040531	0.633229926	0.657072361	Tumor	COAD
TCGA-AA-3538-01A	3.037343889	1.171917344	0.019829113	0.033271143	0.134478803	Tumor	COAD
TCGA-AA-3842-01A	2.439868814	2.0475605	0	1.069126119	1.090515371	Tumor	COAD
TCGA-AZ-4308-01A	2.684857225	0.111281889	0.128276817	0.126232464	0.348810761	Tumor	COAD
TCGA-CK-6746-01A	2.247006016	0.291631578	0.076331633	0.064602336	0.078521686	Tumor	COAD
TCGA-AA-3509-01A	2.720434446	1.461325904	0.067540076	0.378619247	0.255001669	Tumor	COAD
TCGA-AA-3680-01A	3.271545464	0.574730966	0.027723619	0.258513659	0.349290387	Tumor	COAD
TCGA-NH-A8F7-06A	0.835191	0.1987443	0.02646899	0.1961845	0.1491634	Tumor	COAD
TCGA-AA-3542-01A	1.646223608	0.350725058	0.013884706	0.237961045	0.064209237	Tumor	COAD
TCGA-A6-5656-01A	3.537005716	0.204274411	0.011231616	0.019416116	0.027030799	Tumor	COAD
TCGA-AD-6964-01A	3.117063715	0.439534333	0.067165155	0.099510749	0.070169015	Tumor	COAD
TCGA-A6-6650-01B	2.208002547	0.730085173	0.078465248	0.274274923	0.121258008	Tumor	COAD
TCGA-A6-6140-01A	4.144723936	0.183550319	0.029951252	0.058326111	0.146592388	Tumor	COAD
TCGA-AA-A024-01A	3.989332615	0.217516424	0	0.117468582	0.161451021	Tumor	COAD
TCGA-A6-2682-01A	3.116419771	0.357329853	0.041201281	0.101992938	0	Tumor	COAD
TCGA-CM-6675-01A	3.127939582	0.609536568	0.03525962	0.139194166	0.311724782	Tumor	COAD
TCGA-DM-A1D7-01A	3.217244	0.1876833	0.05430618	0.499634	0.3993704	Tumor	COAD
TCGA-4T-AA8H-01A	3.26868535	0.114874921	0.015324851	0.051029974	0.053379749	Tumor	COAD
TCGA-A6-6653-01A	1.776732521	0.575862458	0.021298545	0.453968908	0.285376361	Tumor	COAD
TCGA-AA-3666-01A	1.908413296	3.18675999	0	0.75140512	0.769871689	Tumor	COAD
TCGA-F4-6460-01A	2.40872673	1.209886771	0.070377368	0.027787631	0.038641793	Tumor	COAD
TCGA-AA-3655-01A	3.329068356	0.265031411	0.074826909	0.054445931	0.025589004	Tumor	COAD
TCGA-AA-3673-01A	3.336530492	0.545639681	0.055868293	0.10577179	0.0190229	Tumor	COAD
TCGA-AA-3952-01A	3.441534996	0.250148746	0.018246187	0.060616321	0	Tumor	COAD
TCGA-A6-2679-11A	3.832215564	4.482445408	0.062364842	0.01643482	0.04542157	Normal	COAD
TCGA-T9-A92H-01A	2.815216035	0.176686821	0.013994162	0.015717723	0.010987992	Tumor	COAD
TCGA-AY-4070-01A	1.959263512	2.132656902	0.182664251	0.122324908	0.255922048	Tumor	COAD
TCGA-AY-A8YK-01A	3.575404706	0.447797987	0.025789219	0.076872354	0.036278108	Tumor	COAD
TCGA-CK-4950-01A	2.85283876	0.764235839	0.048096339	0.228282953	0.460538984	Tumor	COAD
TCGA-F4-6570-01A	3.047437369	0.19564933	0.065205295	0.085747699	0.011167701	Tumor	COAD
TCGA-AZ-6600-01A	2.51402	2.057104	0.06568795	0.6123632	0.6167963	Tumor	COAD
TCGA-AA-A00J-01A	2.34405428	0.356014845	0.011105809	1.797061639	1.576303978	Tumor	COAD
TCGA-AA-3667-01A	4.098324812	0.046365376	0.071073135	0.117863629	0.083265217	Tumor	COAD
TCGA-AA-3522-11A	3.833737	4.069537	0.02349654	0.05594906	0.11476	Normal	COAD
TCGA-AA-3554-01A	3.123730206	0.76512641	0.07705472	0.11005886	0.22154423	Tumor	COAD
TCGA-AZ-6606-01A	2.166507001	0.374525652	0.04897511	0.205966739	0.151596307	Tumor	COAD
TCGA-AA-3852-01A	2.772771548	0.375499575	0.036378867	0.34782319	0.028611524	Tumor	COAD
TCGA-D5-6922-01A	2.375330546	0.391255222	0.038099229	0.028638939	0.03982107	Tumor	COAD
TCGA-A6-6137-01A	4.040809057	0.346420223	0.020040208	0.106528664	0.188890283	Tumor	COAD
TCGA-AZ-6600-11A	3.118295868	2.240267086	0.034305337	0.282556376	0.338276381	Normal	COAD
TCGA-AA-3495-01A	3.470221398	0.660573147	0.025178197	0.199614614	0.296133422	Tumor	COAD
TCGA-A6-6650-01A	1.918834	0.3551986	0.02913084	0.007611659	0	Tumor	COAD
TCGA-AA-3489-01A	2.897485	0.5113253	0.07302735	0.1964543	0.1922441	Tumor	COAD
TCGA-G4-6322-01A	3.504289773	0.542453123	0.051192025	0.033397522	0.028023538	Tumor	COAD
TCGA-SS-A7HO-01A	1.212504968	0.361926539	0.07510729	0	0.022500617	Tumor	COAD
TCGA-F4-6704-11A	2.153490625	2.677384846	0.054685011	0.176640693	0.248904322	Normal	COAD
TCGA-AA-3976-01A	2.720913166	1.02251319	0	0.499379715	0.194509686	Tumor	COAD
TCGA-AA-3811-01A	2.748489606	1.151166937	0.056576659	0.165248443	0.271481596	Tumor	COAD
TCGA-AD-A5EJ-01A	1.072584212	0.229528267	0.024450481	0.222948934	0.132941409	Tumor	COAD
TCGA-A6-2674-01B	2.41951187	0.56085594	0.20320331	0.44810501	0.35574181	Tumor	COAD
TCGA-AA-3819-01A	2.639957539	0.816299328	0.100342074	0.510934206	0.326804021	Tumor	COAD
TCGA-A6-3809-01B	1.128666124	0.655691689	0.047636814	0.059969448	0.083037638	Tumor	COAD
TCGA-AA-A02Y-01A	2.986059	0.8125852	0.008287291	0.7607421	0.8204065	Tumor	COAD
TCGA-AZ-6603-01A	3.172028641	0.435363392	0.051715121	0.09255458	0.046882983	Tumor	COAD
TCGA-AA-A022-01A	2.395948812	2.041509545	0.029660185	1.732364924	1.655635411	Tumor	COAD
TCGA-G4-6626-01A	2.010888686	0.012824428	0.019780842	0.166305553	0.079770292	Tumor	COAD
TCGA-AA-3875-01A	2.704223139	0.945726285	0.014475933	0.117694426	0.250764691	Tumor	COAD
TCGA-G4-6306-01A	3.010355268	2.640535488	0.015186236	0.401731146	0.276975118	Tumor	COAD
TCGA-G4-6320-01A	2.270138924	0.110134586	0.012584568	0.306034859	0.466121901	Tumor	COAD
TCGA-CK-6748-01A	3.147872	0.55787	0.06245127	0.03323585	0.009355902	Tumor	COAD
TCGA-AA-3864-01A	1.382505407	0.201158068	0.030954666	0.101812934	0.071809183	Tumor	COAD
TCGA-A6-6142-01A	3.34847418	0.605428457	0.04222793	0.080281853	0	Tumor	COAD
TCGA-A6-2678-01A	3.125514507	0.461622585	0.052715679	0.0735188	0.020904346	Tumor	COAD
TCGA-CA-5796-01A	3.641267633	1.362923664	0.014359186	0.235178388	0.114208144	Tumor	COAD
TCGA-A6-A567-01A	1.475290115	0.320381951	0.065071141	0.055039276	0.02587069	Tumor	COAD
TCGA-AA-3713-01A	3.186284206	1.057356149	0.031155687	0.275351522	0.395668038	Tumor	COAD
TCGA-A6-6648-01A	2.790531	1.13529	0.02029934	0.4669568	0.4904474	Tumor	COAD
TCGA-A6-A565-01A	4.061073	0.980836	0.06898131	0.1086458	0.1494923	Tumor	COAD
TCGA-A6-5660-01A	2.358089	0.3729737	0.009645381	0.0559987	0	Tumor	COAD
TCGA-AZ-6601-01A	2.546560636	1.219781603	0.04309265	0.862189942	1.357094627	Tumor	COAD
TCGA-A6-5665-01A	2.011929	0.2049322	0.01539341	1.047471	0.6372093	Tumor	COAD
TCGA-5M-AATE-01A	2.864430392	0.331461887	0.04478307	0.795119534	0.737857132	Tumor	COAD
TCGA-A6-6780-01B	2.041630445	0.244440456	0.073939766	0.204102844	0.098567959	Tumor	COAD
TCGA-CM-6161-01A	2.295379843	0.450171785	0.018872956	0.015923868	0.033142597	Tumor	COAD
TCGA-AA-A01Q-01A	2.881945658	0.108348362	0.03680694	0.101115068	0.028949113	Tumor	COAD
TCGA-AZ-4313-01A	2.506525917	0.140612516	0	0.322105231	0.158846428	Tumor	COAD
TCGA-AA-3520-11A	4.1327	4.072578	0.06358898	0.2276411	0.4441605	Normal	COAD
TCGA-A6-6652-01A	2.901677278	0.056821149	0.0295643	0.016687204	0.011666919	Tumor	COAD
TCGA-AA-A00E-01A	3.112960549	0.236770442	0.032778109	0.107657875	0	Tumor	COAD
TCGA-F4-6808-01A	3.008399175	0.148882032	0.050168732	0.510983139	0.653021821	Tumor	COAD
TCGA-A6-2682-11A	3.831458384	3.899352945	0.024515568	0.25992814	0.694529253	Normal	COAD
TCGA-AA-A02W-01A	2.188042678	0.523145943	0.009527125	0.152755092	0.149433555	Tumor	COAD
TCGA-DM-A28C-01A	3.034791	0.1422524	0.004274302	0.4490414	1.023838	Tumor	COAD
TCGA-D5-6927-01A	2.045799747	0.68508066	0.050274791	0.489047127	0.605528618	Tumor	COAD
TCGA-AA-3980-01A	3.000246247	0.419891371	0.071464303	0.329779229	0.184683227	Tumor	COAD
TCGA-AZ-6603-11A	2.594433422	0.81274736	0.124303309	0.147234187	0.32865936	Normal	COAD
TCGA-AA-3681-01A	2.515405964	2.413735094	0.040683299	0.254419976	0.210432223	Tumor	COAD
TCGA-AA-3492-01A	2.874379577	0.456872668	0.052312821	0.12054722	0.165617801	Tumor	COAD
TCGA-A6-2671-01A	2.274524576	0.224309222	0.035301138	0.029811372	0	Tumor	COAD
TCGA-A6-6781-01A	3.934826	0.3515152	0.08661848	0.1108192	0	Tumor	COAD
TCGA-D5-6535-01A	4.363457264	0.52744251	0.021477652	0.389266017	0.086461431	Tumor	COAD
TCGA-AA-A029-01A	2.730585549	3.428956659	0	0.174827176	0	Tumor	COAD
TCGA-AD-6963-01A	2.011409	0.183757	0.01160726	0.2013735	0.0713354	Tumor	COAD
TCGA-CM-4747-01A	3.583386256	0.169026851	0.027463803	0.112360364	0.032258642	Tumor	COAD
TCGA-NH-A50T-01A	1.523980573	0.129934627	0.040555592	0.067722047	0.010714027	Tumor	COAD
TCGA-CM-6168-01A	2.781851639	0.757437098	0.072381301	0.09824542	0.231476753	Tumor	COAD
TCGA-AA-3518-01A	3.05849125	0.88156012	0.033169684	1.1895143	1.361131277	Tumor	COAD
TCGA-AA-A01T-01A	4.116264646	0.116528225	0	0.044496459	0.031199763	Tumor	COAD
TCGA-RU-A8FL-01A	1.1912	0.05131747	0	0.03364557	0.03520459	Tumor	COAD
TCGA-A6-6651-01A	2.590759058	0.440354928	0.144017855	0.105467681	0.117287872	Tumor	COAD
TCGA-AA-3850-01A	3.984776573	0.283165854	0.069440309	0.023787236	0.097095678	Tumor	COAD
TCGA-AA-3972-01A	2.95788969	0.513892458	0.068202699	0.903403558	0.541664754	Tumor	COAD
TCGA-AA-3812-01A	4.22028	0.4824681	0.01760929	0.1421003	0.2306763	Tumor	COAD
TCGA-AY-A69D-01A	1.957990509	0.181171018	0.083354706	0.061560753	0.076923897	Tumor	COAD
TCGA-AA-A01Z-01A	3.530011309	0.30836223	0.074006815	0.180271675	0.114462841	Tumor	COAD
TCGA-A6-3810-01B	2.334834747	0.609926964	0.110712256	0.529781139	0.178083552	Tumor	COAD
TCGA-DM-A28H-01A	1.342730654	0.279562923	0.029506947	0.049398137	0.019904226	Tumor	COAD
TCGA-G4-6586-01A	1.738026599	0.327836034	0.033371382	0.866136226	0.881038429	Tumor	COAD
TCGA-G4-6317-02A	3.789713	0.2050407	0.06320333	0.01966778	0.02738022	Tumor	COAD
TCGA-D5-6928-01A	3.228673697	0.52205322	0.057204087	0.664709709	1.156633267	Tumor	COAD
TCGA-G4-6315-01A	3.44700586	0.423669357	0.005936181	0.124801065	0.279110272	Tumor	COAD
TCGA-D5-6534-01A	3.471240923	1.984828868	0.069764215	0.055976509	0.043596649	Tumor	COAD
TCGA-AA-3664-01A	2.049937781	2.102572717	0.08083081	0.860776789	0.376650089	Tumor	COAD
TCGA-A6-2680-11A	4.635996	6.432691	0.04862696	4.995296	4.9198	Normal	COAD
TCGA-G4-6303-01A	3.664461784	0.660453988	0.031058838	0.132639943	0.106765359	Tumor	COAD
TCGA-AA-3692-01A	2.403972814	0.863973171	0.03288109	0.891389474	0.723300841	Tumor	COAD
TCGA-AA-3968-01A	2.553432855	0.7272609	0.079027239	0.057524895	0.079678418	Tumor	COAD
TCGA-F4-6805-01A	2.610938822	0.773908281	0.066997813	0.5521011	0.583283855	Tumor	COAD
TCGA-AA-3560-01A	3.110073456	0.370116106	0.013527366	0.232277539	0.288860071	Tumor	COAD
TCGA-D5-5537-01A	3.270138304	0.295554004	0.027302562	1.25779824	1.043311997	Tumor	COAD
TCGA-CM-5862-01A	2.247128936	1.303549815	0.006484172	0.064278415	0	Tumor	COAD
TCGA-A6-5659-01B	1.305272159	0.267857539	0.023755588	0.249647111	0.068786208	Tumor	COAD
TCGA-D5-6932-01A	2.680937671	0.152759618	0.045416358	0.038374367	0	Tumor	COAD
TCGA-AA-3982-01A	3.638743835	0.848464339	0.06972052	0.078124542	0.183871302	Tumor	COAD
TCGA-DM-A28A-01A	3.760618498	0.511359263	0.023529562	0.610382	0.519395431	Tumor	COAD
TCGA-CM-6172-01A	2.52626781	0.714381529	0.005323567	0.11238692	0.09706058	Tumor	COAD
TCGA-D5-6930-01A	3.20951301	0.353306401	0.036668265	1.593531252	1.504575246	Tumor	COAD
TCGA-D5-6529-01A	3.415041	0.2573485	0.0402702	0.1660019	0.142233	Tumor	COAD
TCGA-A6-2683-01A	4.017031278	0.100439637	0.034058315	0.280685514	0.270359758	Tumor	COAD
TCGA-CK-5913-01A	1.60218	0.4970269	0.05623156	0.4715023	0.4809792	Tumor	COAD
TCGA-AA-3977-01A	2.07177068	0.285941699	0.043780772	0.578637436	0	Tumor	COAD
TCGA-AA-3496-01A	2.608457423	0.451539939	0.108425983	0.08835355	0.062230858	Tumor	COAD
TCGA-AZ-6599-11A	3.008116856	1.564924977	0.096412661	0.199473845	0.587522378	Normal	COAD
TCGA-D5-5540-01A	1.390666	0.2451439	0.01175597	0.02954336	0	Tumor	COAD
TCGA-AD-6901-01A	2.37110579	0.265276521	0.056604643	0.216478257	0.154442668	Tumor	COAD
TCGA-AA-A01F-01A	2.683848809	0.148245148	0.023940438	0.135830544	0.055714369	Tumor	COAD
TCGA-AA-3552-01A	3.189783332	0.686905249	0.059484602	0.191459257	0.330592287	Tumor	COAD
TCGA-F4-6855-01A	2.704010566	0.368158935	0.020548458	0.185273159	0.211042495	Tumor	COAD
TCGA-AD-5900-01A	1.414006327	1.404445876	0.033421799	0.219857187	0.013199882	Tumor	COAD
TCGA-AA-3979-01A	3.033115858	0.152719382	0.010341192	0.165131555	0	Tumor	COAD
TCGA-AA-A01I-01A	3.029433541	0.138913517	0.008029887	0.410678452	0.437874455	Tumor	COAD
TCGA-AA-A03F-01A	3.050112797	2.071796351	0.090184139	0.120342633	0.203876311	Tumor	COAD
TCGA-A6-3810-01A	3.060357	0.3559312	0.06360118	0.1598104	0.168025	Tumor	COAD
TCGA-3L-AA1B-01A	3.591224928	0.64948929	0.040997911	0.109644467	0.083179234	Tumor	COAD
TCGA-AA-3693-01A	3.206506478	0.569191919	0.007686242	0.025752149	0.035821049	Tumor	COAD
TCGA-AA-3502-01A	3.992535187	0.197051134	0.061453355	0.286968607	0.293107303	Tumor	COAD
TCGA-AA-A02E-01A	2.325188246	1.069255034	0.011298362	0.245558367	0.511478445	Tumor	COAD
TCGA-A6-5661-01B	0.772163642	0.254639535	0.114910382	0.065692705	0	Tumor	COAD
TCGA-CM-4746-01A	2.956408309	0.104520562	0.051447912	0.017551485	0	Tumor	COAD
TCGA-G4-6295-01A	2.342845584	1.0683767	0.029117384	0.396368838	0.169582323	Tumor	COAD
TCGA-AA-A01C-01A	2.809022631	0.241893869	0.087762477	0.14500121	0.24425962	Tumor	COAD
TCGA-G4-6588-01A	1.891041	0.9224508	0.03874519	0.08269785	0.06453924	Tumor	COAD
TCGA-A6-2680-01A	2.972977302	0.662641488	0.051505738	0.213257582	0.269346112	Tumor	COAD
TCGA-QG-A5YV-01A	2.590599248	0.106955637	0.009006322	0.052343572	0.010590546	Tumor	COAD
TCGA-AA-3561-01A	1.889258494	0.45645106	0.010339878	0.034568697	0.048027863	Tumor	COAD
TCGA-AA-3525-01A	3.305948929	0.334856866	0.052974733	1.753041758	1.693967455	Tumor	COAD
TCGA-AA-3531-01A	1.909849013	0.173886961	0.051037688	0.20383907	0.117342064	Tumor	COAD
TCGA-AA-3973-01A	3.192530018	0.262692696	0.04614819	0.095577952	0	Tumor	COAD
TCGA-AA-3527-01A	3.194041681	0.1507875	0.050312802	0.050878923	0.023896876	Tumor	COAD
TCGA-AA-3555-01A	2.46617813	0.290231804	0.086138917	0.296518029	0	Tumor	COAD
TCGA-RQ-A6JB-01A	2.980379544	0.084955278	0.025787276	0.017438897	0	Tumor	DLBC
TCGA-FF-8046-01A	2.699676137	0.473383855	0.13475061	0.178915007	0.127171094	Tumor	DLBC
TCGA-FF-A7CW-01A	3.563003	0.4248573	0.03148155	0	0	Tumor	DLBC
TCGA-RQ-A68N-01A	2.625429	0.2577245	0.03826967	0.07948994	0	Tumor	DLBC
TCGA-FM-8000-01A	2.128954906	0.199159705	0.027257637	0.030597534	0	Tumor	DLBC
TCGA-GR-7351-01A	2.386097326	0.07453436	0.076768295	0	0	Tumor	DLBC
TCGA-FA-A4XK-01A	2.443852	0.1716069	0.112337	0.00578077	0	Tumor	DLBC
TCGA-GS-A9TT-01A	1.804939	0.1753998	0.02927749	0.006218927	0	Tumor	DLBC
TCGA-FF-8062-01A	2.51439438	0.278244584	0.026711364	0	0.012632507	Tumor	DLBC
TCGA-G8-6326-01A	3.213372276	0.081297456	0.007586394	0	0.035360164	Tumor	DLBC
TCGA-GS-A9TX-01A	3.94045206	0.338879667	0.012600883	0.007094199	0	Tumor	DLBC
TCGA-GS-A9U3-01A	4.579702962	0.83062333	0.035914744	0.022807487	0.031737653	Tumor	DLBC
TCGA-GS-A9TV-01A	3.644398814	0.66019852	0.148804117	0.11465508	0.157640337	Tumor	DLBC
TCGA-FF-A7CR-01A	3.377387	0.6596431	0.01313478	2.03345	0.494572	Tumor	DLBC
TCGA-GS-A9U4-01A	4.182571626	0.346933732	0.036137366	0.00878577	0	Tumor	DLBC
TCGA-GS-A9TZ-01A	4.362772	0.6971845	0.008375539	0.01409111	0	Tumor	DLBC
TCGA-GR-7353-01A	3.837082985	0.537607967	0.030510147	0.008637469	0	Tumor	DLBC
TCGA-GS-A9TQ-01A	3.023912	0.1353291	0.04834959	0.006361845	0.008872593	Tumor	DLBC
TCGA-GR-A4D9-01B	2.467959619	0.482378371	0.066568461	0.007160153	0	Tumor	DLBC
TCGA-FF-8043-01A	1.761747884	0.287096786	0.010873334	0	0.012784515	Tumor	DLBC
TCGA-FF-8041-01A	2.547158222	0.123784921	0.022035597	0.036954348	0	Tumor	DLBC
TCGA-GR-A4D5-01A	3.734633	0.3121917	0.2187742	0.8635194	0.1870955	Tumor	DLBC
TCGA-G8-6907-01A	1.399414144	0.395864874	0.017500531	0.029380027	0	Tumor	DLBC
TCGA-FA-A82F-01A	2.378405	0.6419639	0.05335624	0.9274259	0.07477029	Tumor	DLBC
TCGA-FF-A7CQ-01A	3.447083	0.1835879	0.3023313	0.007070046	0	Tumor	DLBC
TCGA-VB-A8QN-01A	1.816337506	0.244115369	0.022060509	0.027835494	0	Tumor	DLBC
TCGA-G8-6324-01A	3.496699061	0.596805034	0.012504999	0.121747123	0.014701517	Tumor	DLBC
TCGA-G8-6914-01A	2.559121975	0.105630275	0.027968707	0.109960861	0	Tumor	DLBC
TCGA-G8-6325-01A	3.012549792	0.298256975	0.00963352	0.024236388	0.011327637	Tumor	DLBC
TCGA-FA-8693-01A	2.274751	0.1573379	0.008542373	0.01437123	0.01004527	Tumor	DLBC
TCGA-GS-A9TY-01A	2.891395226	0.068847067	0	0.045232735	0.042138149	Tumor	DLBC
TCGA-G8-6906-01A	2.478887753	0.13474231	0.060145976	0.121296986	0.015969163	Tumor	DLBC
TCGA-FA-A86F-01A	2.624638227	0.514081198	0.032931866	0.018597429	0	Tumor	DLBC
TCGA-FA-A4BB-01A	3.833765396	0.143378241	0.018284413	0.109476096	0.056606505	Tumor	DLBC
TCGA-RQ-AAAT-01A	3.158626444	0.302180885	0.079008344	0.013625754	0	Tumor	DLBC
TCGA-FA-A7Q1-01A	1.403647226	0.201512591	0.013865698	0.015573522	0	Tumor	DLBC
TCGA-GR-A4D6-01A	3.324785683	0.379609824	0.016416121	0.018436077	0	Tumor	DLBC
TCGA-G8-6909-01A	2.406515604	0.158525718	0.007599958	0.012788604	0	Tumor	DLBC
TCGA-FF-A7CX-01A	3.961954979	0.167040796	0.046851583	0	0.041420633	Tumor	DLBC
TCGA-GS-A9TW-01A	2.973430991	0.117886991	0.017163571	0.021666239	0	Tumor	DLBC
TCGA-FA-A6HO-01A	4.128327625	0.233698823	0.031670184	0.013431878	0	Tumor	DLBC
TCGA-GR-A4D4-01A	4.706196039	1.831250797	0.028058017	0.033718464	0	Tumor	DLBC
